True Vp,Est Vp,True Ve,Est Ve,True Ktrans,Est Ktrans,True Kep,Est Kep,Vp %Err,Ve/Vp ratio
0.067786,0.19588,0.25314,0.22946,0.030062,0.026583,0.11876,0.11585,188.9682235,373.4399434
0.065082,0.22972,0.24403,0.21888,0.043308,0.0386,0.17747,0.17636,252.9700993,374.9577456
0.19404,0.031844,0.73117,0.65846,0.064613,0.057954,0.08837,0.088016,83.58895073,376.814059
0.13438,0.088485,0.51375,0.45927,0.11422,0.10283,0.22233,0.2239,34.15314779,382.3113559
0.082107,0.025846,0.31712,0.28317,0.089431,0.080218,0.28201,0.28329,68.52156333,386.2277272
0.14833,0.34133,0.59091,0.52676,0.10467,0.093407,0.17713,0.17732,130.1152835,398.3752444
0.090831,0.39518,0.3642,0.31936,0.025933,0.023233,0.071205,0.07275,335.0717266,400.9644284
0.088037,0.31941,0.35765,0.32182,0.097958,0.087209,0.27389,0.27099,262.8133626,406.249645
0.11706,0.068385,0.47834,0.42944,0.067128,0.060297,0.14034,0.14041,41.58124039,408.628054
0.053956,0.12841,0.22551,0.20163,0.06388,0.057568,0.28327,0.28552,137.9902142,417.9516643
0.11991,0.0095928,0.50575,0.45005,0.08827,0.079394,0.17453,0.17641,92,421.7746643
0.10741,0.29014,0.45525,0.38083,0.051398,0.046916,0.1129,0.12319,170.1238246,423.8432176
0.16779,0.11429,0.72986,0.65671,0.14754,0.13199,0.20215,0.20098,31.88509446,434.9842064
0.14084,0.38246,0.61478,0.53146,0.098717,0.089569,0.16057,0.16854,171.556376,436.5095143
0.10177,0.30165,0.45665,0.40361,0.06562,0.0591,0.1437,0.14643,196.4036553,448.7078707
0.16029,0.45033,0.72774,0.65022,0.1915,0.17051,0.26314,0.26224,180.9470335,454.0145985
0.066922,0.21452,0.30719,0.27216,0.080829,0.073531,0.26312,0.27018,220.5522847,459.0269269
0.1281,0.25821,0.58984,0.52624,0.10627,0.095733,0.18017,0.18192,101.5690867,460.4527713
0.10913,0.135,0.5026,0.44995,0.12033,0.10747,0.23942,0.23885,23.70567213,460.5516357
0.1544,0.44565,0.71324,0.63537,0.16134,0.14526,0.22621,0.22862,188.6334197,461.9430052
0.17024,0.39093,0.79799,0.71509,0.19547,0.17465,0.24496,0.24423,129.6346335,468.7441259
0.047584,0.18536,0.22425,0.19953,0.06497,0.058781,0.28972,0.2946,289.5427034,471.2718561
0.13341,0.35383,0.63046,0.55586,0.1628,0.14792,0.25823,0.26612,165.2199985,472.5732704
0.1378,0.085191,0.6667,0.59468,0.16494,0.14835,0.2474,0.24947,38.1777939,483.8171263
0.11953,0.37478,0.58016,0.51549,0.11977,0.10783,0.20644,0.20917,213.5447168,485.3676901
0.15984,0.016781,0.78054,0.69949,0.078206,0.07021,0.10019,0.10037,89.50137638,488.3258258
0.083009,0.29402,0.40632,0.35701,0.030243,0.026949,0.074431,0.075487,254.2025563,489.4890915
0.046677,0.32336,0.24397,0.21642,0.047266,0.042601,0.19374,0.19685,592.7608887,522.6771215
0.026202,0.10489,0.14044,0.12626,0.038572,0.03443,0.27464,0.27268,300.3129532,535.9896191
0.073479,0.033186,0.39718,0.35537,0.08881,0.079957,0.2236,0.22499,54.83607561,540.5353911
0.053207,0.038603,0.2878,0.25738,0.068986,0.061476,0.2397,0.23885,27.4475163,540.9062717
0.066308,0.25027,0.36155,0.31663,0.050326,0.045323,0.1392,0.14314,277.4356035,545.2584907
0.086625,0.27038,0.48201,0.43047,0.072415,0.064693,0.15024,0.15028,212.1269841,556.4329004
0.041647,0.026802,0.23351,0.20835,0.054387,0.048956,0.23291,0.23496,35.64482436,560.688645
0.03979,0.18452,0.22908,0.20187,0.034983,0.031569,0.15271,0.15638,363.7346067,575.7225434
0.11965,0.29969,0.69635,0.62022,0.18661,0.16783,0.26798,0.27059,150.4722106,581.989135
0.11119,0.09332,0.65209,0.5776,0.09028,0.081263,0.13845,0.14069,16.07158917,586.4646101
0.13935,0.36576,0.83673,0.74413,0.13751,0.12332,0.16434,0.16572,162.4757804,600.452099
0.074926,0.11039,0.4646,0.41756,0.12835,0.11504,0.27626,0.2755,47.33203427,620.0784774
0.12349,0.21348,0.76616,0.68897,0.17545,0.15633,0.22899,0.2269,72.87229735,620.4227063
0.033607,0.35537,0.2155,0.18853,0.032782,0.029752,0.15212,0.15781,957.4285119,641.2354569
0.073238,0.4315,0.47078,0.41713,0.13379,0.12028,0.28418,0.28834,489.1750184,642.8083782
0.058277,0.11745,0.37693,0.33634,0.050925,0.045632,0.1351,0.13567,101.5374848,646.7903289
0.10788,0.023557,0.71644,0.64261,0.17138,0.1538,0.23921,0.23933,78.16370041,664.1082684
0.087481,0.010974,0.59231,0.52815,0.15067,0.1353,0.25438,0.25618,87.45556178,677.0727358
0.084474,0.11263,0.57789,0.51263,0.14949,0.1353,0.25868,0.26393,33.33096574,684.1039847
0.096856,0.3934,0.6698,0.59455,0.18039,0.16238,0.26932,0.27312,306.1699843,691.5420831
0.0519,0.36821,0.38339,0.34049,0.068969,0.061882,0.17989,0.18174,609.460501,738.7090559
0.10623,0.14864,0.81753,0.73239,0.16623,0.14893,0.20333,0.20334,39.922809,769.584863
0.076546,0.15772,0.60713,0.54102,0.068073,0.061141,0.11212,0.11301,106.0460377,793.1570559
0.037881,0.2854,0.30782,0.27045,0.056474,0.05056,0.18347,0.18695,653.4120007,812.5973443
0.087473,0.22133,0.7311,0.64884,0.11718,0.10551,0.16027,0.16261,153.0266482,835.8007614
0.055688,0.42833,0.48856,0.43813,0.11599,0.10397,0.2374,0.2373,669.1603218,877.3164775
0.095529,0.34392,0.85145,0.75578,0.11719,0.10528,0.13764,0.1393,260.0163301,891.3000241
0.084795,0.4248,0.76648,0.6875,0.18332,0.16402,0.23917,0.23857,400.9729347,903.9212218
0.054708,0.20851,0.52171,0.46207,0.12536,0.11287,0.24028,0.24427,281.1325583,953.6265263
0.053045,0.38856,0.55449,0.4895,0.11463,0.1036,0.20674,0.21165,632.5101329,1045.320011
0.071038,0.37572,0.74357,0.67289,0.058693,0.052618,0.078934,0.078197,428.9000253,1046.721473
0.039705,0.14552,0.42431,0.37746,0.067728,0.06072,0.15962,0.16086,266.5029593,1068.656341
0.050285,0.36039,0.55636,0.49611,0.10063,0.089665,0.18087,0.18074,616.6948394,1106.413443
0.043212,0.055629,0.50279,0.44791,0.062275,0.056189,0.12386,0.12545,28.73507359,1163.542534
0.047446,0.4129,0.55483,0.50267,0.071209,0.063058,0.12835,0.12545,770.2524976,1169.392573
0.061232,0.35274,0.73154,0.64648,0.16169,0.14613,0.22102,0.22605,476.0713352,1194.702117
0.068651,0.23182,0.90249,0.80713,0.18477,0.16627,0.20473,0.206,237.678985,1314.60576
0.055553,0.26492,0.73179,0.65373,0.13963,0.12584,0.1908,0.19249,376.8779364,1317.282595
0.06031,0.38511,0.8355,0.73919,0.10943,0.098645,0.13097,0.13345,538.5508208,1385.342398
0.039993,0.035998,0.61606,0.55313,0.17967,0.16092,0.29164,0.29093,9.989248118,1540.419573
0.037276,0.19948,0.5811,0.50171,0.038356,0.034587,0.066005,0.068939,435.1432557,1558.9119
0.049023,0.42897,0.76912,0.68656,0.14195,0.12733,0.18457,0.18546,775.0382474,1568.896232
0.028658,0.03451,0.50951,0.45876,0.067566,0.060472,0.13261,0.13182,20.42012702,1777.897969
0.037731,0.23852,0.69687,0.62424,0.13996,0.12603,0.20084,0.20189,532.1592325,1846.942832
0.011703,0.18206,0.21704,0.1922,0.057688,0.051905,0.2658,0.27006,1455.669486,1854.567205
0.02111,0.41002,0.39433,0.34586,0.098639,0.08938,0.25015,0.25843,1842.302226,1867.977262
0.030059,0.029881,0.58265,0.52329,0.15406,0.13806,0.26441,0.26384,0.592168735,1938.354569
0.045329,0.14193,0.88459,0.79398,0.079406,0.070894,0.089766,0.08929,213.1108121,1951.48801
0.024009,0.14904,0.52295,0.46188,0.091889,0.083284,0.17571,0.18032,520.7672123,2178.14153
0.012987,0.3483,0.32472,0.28827,0.066142,0.059635,0.20369,0.20687,2581.912682,2500.3465
0.037645,0.31559,0.94256,0.8479,0.16731,0.14913,0.17751,0.17588,738.3317838,2503.811927
0.013482,0.13701,0.37202,0.33145,0.091931,0.082782,0.24711,0.24975,916.2438807,2759.382881
0.025891,0.012144,0.74527,0.66684,0.1779,0.15962,0.2387,0.23937,53.09567031,2878.490595
0.021972,0.1524,0.78755,0.70468,0.14382,0.12929,0.18262,0.18348,593.6100492,3584.334608
0.020721,0.35147,0.80862,0.71362,0.14387,0.12976,0.17792,0.18183,1596.201921,3902.417837
0.021235,0.33896,0.90364,0.80192,0.13698,0.12365,0.15159,0.15419,1496.232635,4255.42736
0.011321,0.33008,0.60572,0.54391,0.1584,0.14165,0.26151,0.26044,2815.643494,5350.410741
0.015799,0.06734,0.91058,0.81366,0.18511,0.16654,0.20329,0.20468,326.2295082,5763.529337
0.010722,0.27485,0.95475,0.85663,0.15837,0.14146,0.16588,0.16513,2463.421004,8904.588696
