1,0,0,0,0,0,0
0.00042702,0.00045899,0.13408,0,0,0,0
5.657,6.8667,14.7,19.75,24.733,31.233,36.7
0.00045635,0.00046449,0.00055928,0.00038358,0.00037703,0.00036892,0.00037007
0.00033561,0.00033089,0.00028849,0.00044687,0.00045504,0.0004639,0.00046277
NaN,NaN,NaN,0.12086,0.12716,0.13287,0.13224
