BATfinal,VpFinal,KtransFinal,Kepfinal,VeFinal,RSSFinal,RSS0,RSS1,RSS2,RSS3,F1v0,F2v1,F3v2,BAT1,Vp1,BAT2,Vp2,Ktrans2,BAT3,Vp3,Ktrans3,Kep3,Ve3,WhichModel,TProb1,TProb2,TProb3,TProbFinal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-6.47E-06,-8.23E-06,-1.35E-05,4.12E-06,5.88E-06,1.83E-05,-1.18E-05,5.88E-06,0.00014824,0.00035668,0.00030551,0.00028548,0.00031463,0.00034753,0.00034936,0.00039893,0.00036952,0.00037136,0.00043396,0.00041551,0.00043027,0.00043581,0.00045986,0.00048769,0.00045986,0.00046171,0.00045801,0.00051187,0.00051187,0.00051187,0.00052305,0.00050256,0.00048211,0.00053611,0.00048954,0.00053237,0.00054171,0.00055854,0.00054732,0.00053797,0.00057727,0.0005548,0.00054171,0.0005998,0.00058477,0.00057352,0.0006092,0.00059416,0.00057914,0.00062614,0.00059416,0.00058477,0.0005998,0.00060357,0.00060356,0.00062614,0.00062991,0.00062049,0.00065256,0.00062991,0.00061484,0.00070182,0.00077999,0.00072273,0.00068663,0.00069043
-1.58E-06,-1.90E-05,-1.58E-05,2.54E-05,2.70E-05,-1.58E-05,6.34E-06,-7.92E-06,0.00012114,0.00022269,0.00022593,0.00025839,0.00027955,0.00029749,0.00031873,0.00029096,0.00033018,0.00033182,0.00039919,0.00034985,0.0003597,0.0004256,0.00037449,0.0004438,0.00040414,0.0004223,0.00040909,0.00042064,0.00044215,0.00041569,0.00044546,0.00042726,0.00049194,0.00048695,0.00047697,0.00047033,0.0004936,0.00045208,0.00047864,0.00055536,0.00051859,0.00056373,0.00059562,0.00055703,0.00056038,0.00057044,0.0005973,0.00059394,0.00060739,0.00063266,0.00067154,0.00068001,0.00066307,0.00066774,0.00064448,0.0006834,0.00069527,0.000658,0.00069018,0.00070036,0.00070036,0.00080619,0.00083195,0.0007959,0.00075314,0.00076338
-1.40E-05,1.35E-05,8.93E-06,-2.55E-07,-3.32E-06,-4.85E-06,-1.10E-05,7.40E-06,8.12E-05,0.00017582,0.00020079,0.00020392,0.00021018,0.00024779,0.00024151,0.00024151,0.00027767,0.00027295,0.00034089,0.00030449,0.00030291,0.00035199,0.00031081,0.00035676,0.00032663,0.00037106,0.00031872,0.00034882,0.00036947,0.00037424,0.00039495,0.00037583,0.00043328,0.00040132,0.00042528,0.0004141,0.00044289,0.00045893,0.00045893,0.00046053,0.00048303,0.00047017,0.00048303,0.00049268,0.00051848,0.00048303,0.00052494,0.00051687,0.00052333,0.00058165,0.00052979,0.00059141,0.00056379,0.00057476,0.00055407,0.00058978,0.00063379,0.00057678,0.00062889,0.00059466,0.00060769,0.00070264,0.00077694,0.0006977,0.00069113,0.00065014
1.72E-05,-2.15E-06,-1.18E-05,2.69E-06,-2.15E-06,-3.77E-06,-1.34E-05,-1.34E-05,0.00010493,0.00017698,0.00013926,0.00015236,0.00018685,0.00021651,0.00019014,0.00018356,0.00023798,0.00024129,0.0002446,0.00024626,0.00025288,0.00027609,0.00026945,0.00031769,0.00027609,0.00028772,0.00029271,0.00029271,0.00034774,0.00029604,0.00034774,0.00030769,0.00034941,0.00033604,0.00033771,0.00035443,0.00038964,0.00036615,0.00035945,0.00040644,0.00039635,0.00039972,0.00041149,0.00037453,0.00041823,0.00040308,0.00040813,0.00040981,0.00043002,0.000496,0.00042328,0.00043339,0.00044014,0.00044395,0.00044014,0.00046211,0.0005232,0.00045873,0.00053171,0.00047565,0.00050449,0.00062929,0.00065857,0.00060695,0.00062241,0.00062069
9.75E-06,1.33E-05,-4.69E-05,5.06E-05,-2.21E-05,-4.43E-06,-3.98E-05,7.92E-05,0.0002759,0.00031974,0.00030876,0.00037296,0.00034723,0.00038401,0.00041538,0.00035458,0.00042463,0.00045427,0.00044314,0.00048958,0.00043759,0.00050822,0.00045056,0.00050636,0.00048028,0.00049703,0.00053998,0.00051382,0.00055684,0.00050263,0.00057935,0.00050636,0.00060004,0.00054934,0.00060569,0.00054934,0.00060004,0.00056621,0.00060004,0.00061322,0.00063587,0.00063209,0.00065667,0.00063209,0.0006927,0.00065099,0.00066803,0.00067182,0.0006927,0.00075749,0.0006908,0.00075558,0.00075558,0.00074413,0.00071361,0.00075175,0.00077471,0.00074411,0.00079196,0.00075367,0.00074793,0.00079004,0.00077662,0.00071552,0.00071361,0.00065477
4.37E-05,-2.04E-05,-1.67E-05,5.18E-06,-3.96E-06,-7.61E-06,-2.40E-05,7.01E-06,0.0001842,0.00025896,0.00018792,0.00023835,0.00017489,0.00024396,0.00026647,0.0002159,0.00025896,0.00024584,0.0002815,0.00032484,0.00025896,0.00029655,0.0002721,0.0003022,0.00031163,0.0002721,0.00028338,0.00028338,0.00032295,0.00032672,0.0003532,0.00028714,0.00037026,0.00031729,0.00034752,0.00031729,0.00037595,0.00036267,0.00037405,0.00037975,0.00040065,0.00037215,0.00037595,0.00038354,0.00041779,0.00038924,0.00039875,0.00039494,0.00037595,0.0004732,0.00039304,0.00046171,0.00043495,0.00044212,0.00044641,0.00042541,0.00047129,0.00050583,0.00050967,0.00043877,0.00049046,0.00058688,0.00063154,0.00060434,0.0006121,0.00059076
9.16E-05,2.68E-06,-3.95E-05,-2.34E-05,-3.35E-06,-2.75E-05,-2.75E-05,4.91E-05,8.96E-05,0.00013639,0.00010991,0.00014863,0.00013843,0.00014251,0.00016703,0.00015476,0.00015272,0.00017931,0.00019777,0.00017522,0.00018136,0.00017317,0.00017522,0.00022655,0.00019161,0.00015476,0.00023067,0.00019572,0.00022861,0.00021215,0.00027401,0.00023067,0.00025128,0.00023067,0.00024097,0.00024303,0.00030093,0.00020598,0.00030301,0.0002616,0.00031131,0.00031131,0.0002885,0.00030716,0.00029264,0.00028643,0.00032378,0.00031962,0.00032585,0.00038425,0.00033834,0.00033626,0.00032585,0.00033939,0.00033626,0.00035918,0.00042197,0.0003217,0.00037171,0.0003425,0.00038634,0.00051478,0.00057856,0.00058923,0.00058496,0.0005935
-1.06E-05,-3.10E-05,1.55E-05,9.94E-06,6.21E-06,9.94E-06,-4.58E-05,7.36E-05,0.00017362,0.00020974,0.00014898,0.00018501,0.00020593,0.00025749,0.00025366,0.00024601,0.00025366,0.00020022,0.00023645,0.00023072,0.00021355,0.00020784,0.00028625,0.00023454,0.00025749,0.00025175,0.00028049,0.00026323,0.00028049,0.00026707,0.00028433,0.00027282,0.00028433,0.00027857,0.00028049,0.00030932,0.00028241,0.00032666,0.00026515,0.00028241,0.00029393,0.0003479,0.00031895,0.00035563,0.00034017,0.00033052,0.00035757,0.00034983,0.00039246,0.00040217,0.000375,0.000375,0.00041968,0.00038762,0.000375,0.00038081,0.00043332,0.00039052,0.00038081,0.00041968,0.00040606,0.00048416,0.00055894,0.00052345,0.0005629,0.00054907
2.52E-06,-6.12E-06,-4.06E-05,4.59E-05,2.52E-06,-3.96E-06,1.98E-05,0.00010036,0.00023907,0.00019702,0.00019261,0.00020807,0.00015956,0.00023907,0.00022135,0.0001904,0.00020365,0.00021913,0.00020807,0.00021471,0.00021471,0.00022578,0.00018599,0.00024573,0.00019923,0.00019923,0.00020144,0.00018158,0.00017056,0.00022578,0.00025017,0.00021471,0.00021692,0.00020144,0.00018158,0.00019482,0.00021249,0.00021913,0.00021913,0.00026128,0.00022799,0.00026573,0.00026573,0.00023907,0.00023907,0.00023686,0.00027686,0.00024573,0.00029246,0.00036412,0.00029469,0.00032598,0.00031256,0.00031201,0.00029692,0.00031256,0.00035737,0.00027686,0.00035288,0.00034391,0.00032374,0.00039563,0.00041595,0.00034166,0.00033942,0.00036861
-1.07E-05,2.79E-05,-1.07E-05,2.57E-05,-4.27E-05,1.07E-05,3.43E-05,2.36E-05,0.00021006,0.00037805,0.00025178,0.00029147,0.00031359,0.000358,0.00030252,0.00031802,0.0004071,0.00033355,0.00036468,0.0003491,0.00034243,0.00036245,0.00037137,0.000358,0.00038921,0.00038029,0.00040486,0.0004071,0.00037137,0.00038921,0.00041381,0.00037137,0.0004295,0.00036245,0.00036468,0.00043847,0.0004295,0.00042053,0.00038029,0.00043623,0.00047221,0.00045195,0.0004587,0.00041605,0.00045645,0.00043847,0.00046545,0.00046996,0.0004632,0.0005605,0.00049025,0.00053778,0.00048123,0.0004937,0.00044521,0.00051059,0.00053778,0.00053324,0.00051059,0.00051059,0.00050381,0.00048123,0.00043847,0.00036914,0.00035133,0.00033799
1.45E-05,6.19E-06,1.24E-05,8.26E-06,-1.65E-05,-2.47E-05,-2.68E-05,1.03E-05,0.00025521,0.00028282,0.00025097,0.00029134,0.00026582,0.00035114,0.00031052,0.00030412,0.00038763,0.00035757,0.00037044,0.00035757,0.00039409,0.00037903,0.00035971,0.00039193,0.00038548,0.00041348,0.00043723,0.00043075,0.00045888,0.00044156,0.00045454,0.00040701,0.00044156,0.00041563,0.00040485,0.00046538,0.00044588,0.00050667,0.00045238,0.00047623,0.00050885,0.00046972,0.00049361,0.00049361,0.00046321,0.00047623,0.00053285,0.00049797,0.00049361,0.00057224,0.00058102,0.00054815,0.0005569,0.00054323,0.00053066,0.00053721,0.00057443,0.00056128,0.0006096,0.00058102,0.00054815,0.00051757,0.00047406,0.00037259,0.00036615,0.00032119
-2.66E-05,2.43E-05,-1.45E-05,-1.21E-05,-2.42E-05,5.35E-05,-4.11E-05,5.84E-05,0.00024067,0.00028055,0.00025063,0.0002084,0.00025561,0.0003231,0.00029805,0.00029555,0.00027057,0.0003206,0.00029055,0.00027057,0.00027057,0.00028805,0.00027556,0.00032561,0.00029055,0.00029305,0.00033314,0.00033314,0.0003231,0.0003231,0.00033566,0.00030556,0.00030055,0.00031057,0.00030055,0.00031307,0.00029555,0.00038603,0.00033314,0.00033566,0.00037593,0.00038855,0.00041384,0.00037341,0.00036333,0.00040625,0.00042144,0.00035074,0.00036333,0.00044682,0.00043666,0.00043666,0.00042398,0.00044048,0.00045445,0.00044682,0.00046208,0.0004519,0.00046462,0.00040878,0.00047227,0.00030556,0.00029805,0.00026308,0.00024067,0.00024067
-2.68E-05,4.69E-05,-9.94E-07,-2.98E-06,1.29E-05,-2.88E-05,-4.97E-06,0.00020016,0.00040396,0.00039356,0.00035412,0.00040813,0.00039356,0.00049187,0.00045199,0.0004123,0.0004269,0.00045409,0.00049818,0.00044153,0.00044362,0.00046037,0.00049397,0.00049187,0.00046457,0.0004499,0.00045618,0.00048136,0.00049607,0.00046666,0.00049818,0.00048556,0.00047086,0.0005066,0.00050028,0.00046247,0.00053192,0.00058065,0.00049397,0.00050239,0.00054672,0.00051925,0.00053192,0.00055519,0.00053615,0.00054461,0.00056367,0.0005277,0.00051503,0.00053615,0.00052981,0.00051292,0.00053192,0.0005383,0.0005277,0.00058065,0.00059128,0.00049818,0.0005277,0.00053615,0.00057215,0.00055731,0.00057428,0.00050028,0.00044362,0.00043526
1.94E-05,-3.54E-05,1.06E-05,2.38E-05,-4.75E-06,-1.35E-05,1.06E-05,0.00015454,0.00047759,0.00057314,0.00045907,0.00049151,0.00048919,0.0005708,0.00047759,0.00051476,0.00051243,0.00047991,0.00055676,0.00049383,0.00048223,0.00053107,0.00047528,0.0005591,0.00048455,0.0005008,0.00047296,0.00045445,0.0004429,0.00047528,0.00046833,0.00051243,0.00047759,0.00048455,0.00045676,0.00051243,0.00048223,0.00050313,0.00048455,0.00051243,0.0005101,0.00055442,0.00053807,0.00055208,0.00054273,0.0005591,0.00050313,0.00054741,0.0005591,0.00050545,0.00058487,0.00057783,0.00054273,0.00057023,0.00057549,0.00058487,0.00057549,0.00055208,0.00058252,0.0005591,0.00055676,0.00046138,0.00046601,0.00038308,0.00034875,0.00039684
-1.61E-05,3.06E-05,-1.97E-05,1.62E-05,3.59E-06,-1.44E-05,-1.08E-05,5.22E-05,0.00034457,0.00048228,0.00037832,0.00045759,0.00042541,0.00050132,0.00050323,0.00049941,0.00051086,0.00051467,0.00054527,0.00054911,0.00052996,0.00055678,0.00056062,0.00057599,0.00059524,0.00059524,0.00060874,0.00058176,0.00064162,0.0006126,0.00064743,0.00061453,0.00065325,0.00064355,0.00066684,0.00064937,0.00066684,0.00067073,0.00062419,0.00068825,0.00064743,0.00064355,0.0006649,0.00066102,0.00063193,0.00065131,0.00063774,0.00069215,0.00066102,0.00064743,0.00068241,0.0006941,0.00070385,0.00069069,0.00068241,0.00068241,0.00067073,0.0006863,0.00072143,0.00068241,0.0007058,0.0007469,0.00074297,0.00069604,0.00064937,0.00063
9.93E-06,1.99E-05,2.19E-05,1.79E-05,-7.94E-06,-6.13E-05,-5.34E-05,5.78E-05,0.00023161,0.00038836,0.00039461,0.00040921,0.0003842,0.00046997,0.00043639,0.00047839,0.00048681,0.0004826,0.00051214,0.00054815,0.00053542,0.00051002,0.00055239,0.00058645,0.00054815,0.00057153,0.00058858,0.00062278,0.00060139,0.00062064,0.00068944,0.00061422,0.00065282,0.00065497,0.00066573,0.00065067,0.00070889,0.00062706,0.00066788,0.00069592,0.00067219,0.00065927,0.00067865,0.00071539,0.00070889,0.00071322,0.00070024,0.00072406,0.00072189,0.00078061,0.00073273,0.00077843,0.00074576,0.00075341,0.00071755,0.00077188,0.00079153,0.00078498,0.00075011,0.00077843,0.00081341,0.00084194,0.00087939,0.00078934,0.00072189,0.00065497
-3.91E-07,2.08E-05,-2.38E-05,4.30E-06,-1.91E-05,1.84E-05,-5.65E-05,3.02E-05,0.00026688,0.00062391,0.00050817,0.00050317,0.00052067,0.00056332,0.00058347,0.00058599,0.00058347,0.00056835,0.00060114,0.00061885,0.00065183,0.00063152,0.00064421,0.00065183,0.00069005,0.00068495,0.00069516,0.00069516,0.0007182,0.00071051,0.00071051,0.00067474,0.00071563,0.0006671,0.00073615,0.00069005,0.00075158,0.00070283,0.00075158,0.00071307,0.00070795,0.00073615,0.00074901,0.00075415,0.00073872,0.00072332,0.00070028,0.00072845,0.00074129,0.00074901,0.00072332,0.00074129,0.00072845,0.00073234,0.00069772,0.00076188,0.00078768,0.0007182,0.00073102,0.00071307,0.00077477,0.00056835,0.00051567,0.00046331,0.00039156,0.00031799
-2.06E-05,3.04E-05,-1.82E-05,4.99E-05,8.49E-06,-4.96E-05,-2.54E-05,0.00010865,0.00036082,0.00055325,0.00046289,0.00050408,0.00049118,0.00056364,0.00055066,0.00057145,0.00063412,0.00059229,0.00062626,0.00061318,0.00061579,0.0005975,0.00065775,0.00069464,0.00071844,0.00067617,0.00069728,0.00069464,0.00070256,0.00074496,0.00080094,0.00069992,0.00073699,0.00075825,0.00073699,0.00076624,0.00078757,0.00074496,0.00077423,0.00078757,0.0007769,0.00072904,0.00076624,0.00080896,0.00079024,0.00076624,0.00076624,0.00077957,0.0007423,0.00076358,0.00079559,0.00079024,0.00080361,0.00078426,0.00075028,0.00079292,0.00075028,0.00079559,0.00074762,0.00073699,0.00079292,0.00064199,0.0005975,0.00053769,0.00046546,0.00046032
-2.56E-05,-1.86E-05,2.10E-05,3.50E-05,-2.33E-06,-9.30E-06,2.80E-05,5.84E-05,0.0002914,0.00024569,0.00025529,0.00026971,0.00031797,0.0003204,0.00033979,0.00040068,0.00036652,0.00039579,0.00038847,0.00035679,0.00037871,0.00040068,0.00042517,0.00044235,0.00042272,0.00040313,0.00045957,0.00042517,0.00043744,0.00043989,0.00050402,0.00045465,0.00042762,0.00045219,0.00049659,0.00045465,0.00044481,0.00046203,0.00048176,0.00051889,0.00052385,0.00050897,0.00055369,0.00056615,0.00050649,0.00051145,0.00050897,0.00052385,0.00054622,0.0005512,0.00056615,0.00061619,0.00057364,0.00056063,0.00053378,0.00051889,0.00052385,0.00057613,0.00055618,0.00055618,0.00057364,0.00057114,0.00045219,0.00040068,0.00039579,0.00038847
2.29E-05,2.04E-05,-4.93E-05,1.29E-05,-2.08E-06,-4.57E-06,-6.42E-05,-3.19E-05,0.00013113,0.00020495,0.00021006,0.00023056,0.00021774,0.00020239,0.00025882,0.0002614,0.0002846,0.00022543,0.00024596,0.00026397,0.00025368,0.00029753,0.00032083,0.00031047,0.0002614,0.00030011,0.00029494,0.00029494,0.00031565,0.00028202,0.00033901,0.00030011,0.00034681,0.0003027,0.00033641,0.00037026,0.00034681,0.00039378,0.00038855,0.00036244,0.00043312,0.00037548,0.00038855,0.00045945,0.00044364,0.00043312,0.00042786,0.00041998,0.00045154,0.00048852,0.00053097,0.00048852,0.00047265,0.00046475,0.00045682,0.00044101,0.00045945,0.00047794,0.00043838,0.00044891,0.00043575,0.00043838,0.00050972,0.00043575,0.00036504,0.00038855
4.22E-05,2.15E-05,-6.86E-06,8.58E-06,-2.23E-05,-4.28E-05,-6.84E-05,7.07E-05,0.00040177,0.00050236,0.00043426,0.00046415,0.00043969,0.0004696,0.00050783,0.00053799,0.00056825,0.00052975,0.00049142,0.00050783,0.00056825,0.0005655,0.00059033,0.0006097,0.00057928,0.00051604,0.00055999,0.00057653,0.00055448,0.00057653,0.00060416,0.00060693,0.00061801,0.00060416,0.00062356,0.00059586,0.00055723,0.00057101,0.00062356,0.00060693,0.00058205,0.00055173,0.00061247,0.00054898,0.00055448,0.0005655,0.00053799,0.00059586,0.0005655,0.00059586,0.00059033,0.00058481,0.00062634,0.00058898,0.00057377,0.00057101,0.00065135,0.00060139,0.00058481,0.00057928,0.00061524,0.00049689,0.0004424,0.00036671,0.00035327,0.00032109
4.98E-05,2.64E-05,-2.16E-06,4.98E-05,-5.90E-05,-6.41E-05,-5.12E-05,6.29E-05,9.69E-05,8.90E-05,0.00015474,0.00014419,0.00016266,0.00016795,0.00016002,0.00022099,0.00019178,0.00017059,0.00021302,0.0001521,0.00023431,0.00016531,0.00024231,0.00022898,0.00022366,0.000261,0.00019974,0.00030388,0.00026902,0.00018383,0.00022632,0.00019708,0.00024497,0.00025298,0.00025298,0.00024497,0.00024764,0.00021302,0.00024764,0.00027973,0.00025298,0.00024497,0.00028778,0.00029046,0.00025298,0.00027705,0.00026902,0.00026635,0.00022632,0.00029046,0.00033079,0.00028509,0.00030926,0.00028444,0.00025833,0.00028509,0.00028509,0.00029046,0.00022898,0.0003012,0.00034158,0.00034428,0.00032541,0.00032002,0.00027705,0.00031464
-6.33E-05,7.43E-05,-5.09E-05,2.40E-05,3.65E-05,-1.98E-05,-3.22E-05,4.28E-05,0.00026232,0.00028168,0.00020772,0.00029137,0.00023337,0.0002946,0.00028814,0.00028168,0.00027522,0.00026555,0.00030431,0.00028814,0.00033675,0.00030755,0.00032376,0.00029137,0.00033675,0.00033025,0.00034651,0.00032701,0.0003335,0.00028491,0.00044796,0.00032701,0.00034325,0.00035627,0.00033675,0.00026232,0.00032376,0.00036605,0.00033675,0.00040527,0.00042167,0.00035302,0.00036605,0.00036605,0.00037911,0.00037258,0.00035953,0.00035953,0.00035953,0.000402,0.00044467,0.00047434,0.00044796,0.00042423,0.00041183,0.00036279,0.00039872,0.00044796,0.00036931,0.00040855,0.00039545,0.00035627,0.00031403,0.00028814,0.00024301,0.00020772
1.19E-05,-4.68E-05,-5.15E-07,2.42E-05,3.98E-05,-2.83E-05,-2.52E-05,-5.60E-05,0.00027261,0.00028538,0.00022174,0.00029816,0.00027261,0.00034626,0.00033662,0.00029496,0.00037202,0.00036235,0.00036558,0.00033983,0.00036558,0.00031737,0.00035591,0.00034305,0.00043351,0.00039463,0.00038816,0.0004693,0.00043351,0.0003688,0.00044976,0.00042702,0.00042377,0.00038816,0.00039786,0.00040757,0.00044976,0.00035591,0.0003817,0.00042053,0.00045627,0.00043026,0.00048562,0.00040757,0.00034626,0.00044,0.00037202,0.00044325,0.00044,0.0003688,0.00047256,0.00046278,0.00045952,0.00043679,0.00040757,0.00041729,0.00034626,0.00041729,0.00037848,0.00041729,0.00038493,0.00034305,0.00026305,0.00028857,0.0002154,0.0002059
1.21E-05,-2.99E-05,6.37E-06,1.98E-05,2.36E-05,-3.18E-05,-7.00E-06,8.13E-05,0.00034382,0.00032195,0.00026063,0.00027444,0.00027049,0.000316,0.00034979,0.00036974,0.00030807,0.00030609,0.00030609,0.00033189,0.00034183,0.00034382,0.00036974,0.00035776,0.00032593,0.00033785,0.0003478,0.00037173,0.00036375,0.00035976,0.00039773,0.00035577,0.00038772,0.00040375,0.00036375,0.00038172,0.00039173,0.0004198,0.00037972,0.00044595,0.00040575,0.0004198,0.00042583,0.00042583,0.00039173,0.00038372,0.00042784,0.00041578,0.00043991,0.00044595,0.00042985,0.00044998,0.00049444,0.00045657,0.00042784,0.00045401,0.00045401,0.00042583,0.00043789,0.00048027,0.00048836,0.000621,0.00062305,0.00059021,0.00057383,0.00058406
-2.87E-07,-2.44E-05,1.35E-05,4.88E-06,1.01E-05,-3.73E-06,1.01E-05,4.46E-05,0.00031041,0.00027114,0.00024448,0.00025158,0.0002658,0.00033011,0.0002747,0.00029075,0.00029611,0.00031756,0.00034087,0.00029789,0.00032652,0.00032473,0.00039492,0.00035705,0.00033728,0.00034986,0.00035345,0.00038408,0.00037867,0.00037326,0.00040215,0.00039673,0.00040939,0.00038408,0.00037687,0.00041482,0.00043841,0.00039492,0.00042207,0.00046206,0.00042933,0.00041845,0.00047483,0.00046024,0.00042389,0.00043296,0.00043841,0.00045114,0.00046206,0.00052057,0.00046753,0.00049493,0.00050774,0.00049587,0.00045842,0.00052241,0.00050957,0.0005114,0.00047665,0.00047118,0.00055183,0.00066493,0.00065187,0.00063512,0.00061839,0.00063698
1.74E-05,2.96E-05,5.10E-06,-3.56E-05,-4.17E-05,2.55E-05,-2.14E-05,0.0001016,0.00031706,0.00025373,0.00027058,0.0002959,0.0003213,0.00038087,0.00034465,0.00032766,0.00034678,0.00039583,0.00038087,0.00039583,0.0004151,0.00037874,0.00043012,0.00046239,0.00043227,0.00045593,0.00047318,0.00047102,0.00050128,0.00048182,0.00050345,0.00048614,0.00050562,0.000536,0.00047318,0.00053818,0.00052297,0.00049912,0.00053165,0.00054035,0.00050778,0.00052079,0.00055341,0.00056868,0.00051862,0.00053383,0.00055777,0.0005796,0.00054688,0.00053818,0.00062122,0.00057305,0.00060148,0.00059877,0.00059053,0.00063001,0.00056868,0.00063661,0.00054035,0.00063881,0.00065643,0.00079648,0.00082342,0.00081668,0.00078528,0.00083692
-1.08E-05,1.82E-05,1.60E-05,2.05E-05,-8.55E-06,-3.53E-05,1.38E-05,5.86E-05,0.00029772,0.00046795,0.00041629,0.00043973,0.00034867,0.00048209,0.00041629,0.00043973,0.0004327,0.0004868,0.00045618,0.0005057,0.00048209,0.00049153,0.0005199,0.00056741,0.00052227,0.00052938,0.0005365,0.00057217,0.00058171,0.00056979,0.00063434,0.00057217,0.00060798,0.00060798,0.00061516,0.00063434,0.00068005,0.00065115,0.00069212,0.00064875,0.00070904,0.00066318,0.00064635,0.00068246,0.00067523,0.00066077,0.00066318,0.00070178,0.00067523,0.00070904,0.00069453,0.00072115,0.00067041,0.00071878,0.00072842,0.00075514,0.00075757,0.00074298,0.00072842,0.00074298,0.00077462,0.00093449,0.0010193,0.0009668,0.00090723,0.00086035
-2.20E-05,3.71E-05,3.28E-06,-1.92E-05,8.92E-06,-7.97E-06,-3.32E-05,2.30E-05,0.00018245,0.00035359,0.00038586,0.00033312,0.00034774,0.00043893,0.00045372,0.00042416,0.00052806,0.00048041,0.000546,0.00047744,0.00056097,0.00055797,0.000546,0.00061507,0.00058197,0.00060302,0.00064224,0.00061808,0.00068467,0.00067556,0.0007273,0.0006604,0.00073646,0.0007212,0.0006604,0.00075175,0.0007151,0.0006786,0.00076093,0.00077319,0.00082857,0.00082857,0.000807,0.00075481,0.00074869,0.00079162,0.00075787,0.00080084,0.00077933,0.00084092,0.0008224,0.00088739,0.0008502,0.00087112,0.00085639,0.0008905,0.00094971,0.0008224,0.00092473,0.00084711,0.00098103,0.0011201,0.0010978,0.0011169,0.0010598,0.0010345
1.61E-05,-2.66E-05,3.75E-07,7.13E-06,-3.55E-05,3.87E-05,-3.33E-05,0.0001524,0.00052862,0.00061493,0.0005573,0.00056928,0.00061734,0.00069234,0.00064388,0.00066324,0.00064388,0.00065597,0.0007118,0.0007191,0.00072154,0.00067535,0.00075817,0.00078267,0.00074106,0.00076062,0.00075328,0.00075817,0.00078267,0.00081954,0.00079986,0.00080969,0.000822,0.00085162,0.00077776,0.00086398,0.00086398,0.00086398,0.00082447,0.00089621,0.00091113,0.00088877,0.00089125,0.00084421,0.00088629,0.0008838,0.00087389,0.00089373,0.00089373,0.00088629,0.00091113,0.00095101,0.00093853,0.00095353,0.00093853,0.00098606,0.00095101,0.00092108,0.00096101,0.00097102,0.0010011,0.00097603,0.0010363,0.0010087,0.00086398,0.00085656
-4.39E-06,2.96E-05,-3.26E-05,8.79E-06,-6.28E-07,-6.28E-07,-3.63E-05,5.42E-05,0.00028059,0.00031759,0.00036846,0.00040779,0.00041963,0.0004473,0.00046513,0.00049095,0.000483,0.00053681,0.00057487,0.00054081,0.00051884,0.00055282,0.00054481,0.00059698,0.00060302,0.00060503,0.000601,0.00064742,0.00065147,0.00067173,0.00069204,0.00069611,0.00067985,0.00072463,0.00068391,0.00074096,0.00072055,0.00067376,0.00072871,0.00076757,0.00073279,0.00076347,0.00073892,0.00070832,0.00073892,0.00076347,0.00074096,0.00080248,0.00082927,0.00082102,0.00083546,0.00086442,0.00088723,0.00086701,0.00086028,0.00085614,0.00080248,0.00084373,0.0008582,0.00088723,0.00083753,0.00091218,0.00091426,0.00084786,0.00076143,0.0007471
2.54E-05,5.08E-06,-1.73E-05,-9.14E-06,-2.13E-05,1.73E-05,-2.33E-05,4.38E-05,0.00022749,0.00029238,0.00029238,0.00034506,0.00031552,0.00037681,0.00036833,0.0003938,0.0003938,0.00040443,0.00040656,0.00041507,0.0004642,0.00043213,0.0004835,0.00051145,0.00052438,0.00048994,0.00050284,0.00054597,0.00052438,0.00052438,0.00052222,0.00056327,0.0005438,0.00060017,0.0005893,0.00062848,0.00062848,0.00058713,0.00061758,0.00063066,0.0005893,0.00064595,0.00063721,0.00062848,0.00062848,0.00063284,0.00063066,0.00067221,0.00066126,0.00071176,0.00075589,0.00072718,0.00077139,0.00073438,0.00070735,0.00073159,0.00077139,0.00071176,0.00075811,0.00073601,0.00080025,0.00093913,0.00094816,0.00092335,0.00083812,0.00082696
9.97E-05,-3.15E-05,-2.28E-05,-7.62E-06,-1.63E-05,-2.07E-05,-6.19E-05,0.0001173,0.00041795,0.00044536,0.00035657,0.0004385,0.00044079,0.00048434,0.0004591,0.00050734,0.00045223,0.00049353,0.0005304,0.00054427,0.00052117,0.00056742,0.0005489,0.00061857,0.00055584,0.00060459,0.00056742,0.00062557,0.00061158,0.0006349,0.00061624,0.00065594,0.00066297,0.00067938,0.00060692,0.00071464,0.00072171,0.00074768,0.00069582,0.00078083,0.00078083,0.00074059,0.00073823,0.00077372,0.00073115,0.00074295,0.00073351,0.00079507,0.00079745,0.00075477,0.00082363,0.00082124,0.00082839,0.00083198,0.00085466,0.00082363,0.00084988,0.00086901,0.00083555,0.00086662,0.00093389,0.0010114,0.001026,0.00095803,0.00089299,0.00086662
