14,0,0,0,0,0,0,0,0,0,0,0
0.82211,0.27404,0.01,0,0,0,0,0,0,0,0,0
0.82211,1.9183,0.01,0,0,0,0,0,0,0,0,0
0.82211,0.27404,0.05,0,0,0,0,0,0,0,0,0
0.82211,1.9183,0.05,0,0,0,0,0,0,0,0,0
0.82211,0.27404,0.1,0,0,0,0,0,0,0,0,0
0.82211,1.9183,0.1,0,0,0,0,0,0,0,0,0
0.82211,0.27404,0.15,0,0,0,0,0,0,0,0,0
0.82211,1.9183,0.15,0,0,0,0,0,0,0,0,0
0.82211,0.27404,0.2,0,0,0,0,0,0,0,0,0
0.82211,1.9183,0.2,0,0,0,0,0,0,0,0,0
0.82211,0.27404,0.25,0,0,0,0,0,0,0,0,0
0.82211,1.9183,0.25,0,0,0,0,0,0,0,0,0
0.82211,0.27404,0.3,0,0,0,0,0,0,0,0,0
0.82211,1.9183,0.3,0,0,0,0,0,0,0,0,0
5.73,10,15,20,25,30,35,40,50,60,90,120
0.021076,0.01878,0.025271,0.023319,0.023544,0.022656,0.02781,0.043993,0.050436,0.05376,0.074744,0.016883
0.2215,0.2876,0.27381,0.28377,0.29441,0.33133,0.40223,0.41788,0.47238,0.49146,0.18959,0.15288
0.029514,0.027782,0.033349,0.043291,0.016534,0.012389,0.011067,0.011071,0.0095449,0.0091829,0.009209,0.0087425
0.14544,0.21721,0.28933,0.33937,0.078193,0.10983,0.1192,0.11539,0.11145,0.10622,0.09198,0.080753
0.051301,0.055229,0.06918,0.029427,0.027727,0.027151,0.026267,0.025393,0.024903,0.024095,0.023607,0.023625
0,0,0.0040661,0.0081945,0.011729,0.0075091,0.010389,0.011074,0.0084709,0.0073658,0.0051422,0.014843
0.028804,0.035866,0.037986,0.040052,0.040214,0.03974,0.039861,0.039888,0.039579,0.039359,0.039629,0.039572
0.44053,0.46616,0.2826,0.27834,0.2795,0.27916,0.27914,0.27464,0.2718,0.26983,0.26888,0.26666
0.078008,0.04036,0.044449,0.042636,0.04258,0.04159,0.041279,0.040913,0.040755,0.040429,0.040864,0.042443
0.40512,0.45019,0.20646,0.199,0.19125,0.19082,0.18691,0.18413,0.18128,0.1793,0.17733,0.17723
0.018839,0.018342,0.019783,0.020075,0.020424,0.020636,0.020321,0.020454,0.020445,0.020598,0.02154,0.025926
0.0055976,0,0.011423,0.0089325,0.0099179,0.0075222,0.0081697,0.01215,0.0012496,0.0016328,0,0
0.0025454,0.0025479,0.0042797,0.0049166,0.0055611,0.0054582,0.005245,0.0052643,0.0056371,0.0057127,0.0054257,0.0051467
0.0054304,0.00014863,0.0023563,0.0045146,0.0045126,0.00060004,0,0.0054582,0.00075699,0.0063012,0.0017645,0.00025061
0.26557,0.26766,0.26219,0.2638,0.26361,0.26433,0.26018,0.24892,0.2438,0.24279,0.23659,0.27228
1.8443,1.796,1.808,1.7995,1.7906,1.7597,1.7006,1.6877,1.6429,1.6274,1.902,1.924
0.23785,0.23943,0.23473,0.22798,0.26089,0.26842,0.27073,0.27072,0.27302,0.27355,0.27351,0.27411
1.7052,1.6505,1.5988,1.5564,1.8922,1.8601,1.8447,1.8506,1.8562,1.8635,1.8829,1.8988
0.23128,0.22768,0.21724,0.28251,0.28643,0.28769,0.28958,0.29146,0.29253,0.29443,0.29637,0.29833
1.522,1.4708,1.9835,1.9725,1.9638,1.9473,1.9412,1.9398,1.9451,1.9474,1.952,1.9558
0.28614,0.2692,0.26272,0.25696,0.25654,0.25774,0.25744,0.25737,0.25814,0.25871,0.25809,0.25822
1.2585,1.2344,1.6732,1.6852,1.6821,1.683,1.683,1.694,1.7017,1.7073,1.7096,1.7152
0.16404,0.25278,0.23975,0.24518,0.24535,0.24831,0.24929,0.25046,0.25097,0.25208,0.25396,0.2546
1.1875,1.1451,1.763,1.7878,1.813,1.8144,1.8267,1.8361,1.8474,1.8569,1.8675,1.8807
0.27829,0.28021,0.27496,0.27395,0.27276,0.27205,0.27313,0.27267,0.2727,0.2722,0.26954,0.26372
1.8922,1.8714,1.8201,1.8287,1.8253,1.8337,1.8314,1.8185,1.8113,1.8101,1.8244,1.8267
0.30987,0.30986,0.30306,0.30067,0.29828,0.29867,0.2995,0.29942,0.29809,0.29782,0.29917,0.30063
1.8258,1.973,2.0787,2.1425,2.1777,2.1935,2.1979,2.2075,2.1938,2.1756,2.1618,2.1679
0.0059808,0,0.01887,0.0033328,0.0018227,0.00018287,0.0035569,0.0096787,0.0093889,0.0067151,0.0052852,0.0068074
0.010001,0.064785,0.009447,0.0063788,0.0050101,0.0079416,0.012449,0.0098427,0.010236,0.0077472,0.01094,0.011953
0.057692,0.0053924,0.023903,0.028824,0.031863,0.040785,0.043372,0.043365,0.045478,0.04593,0.045905,0.046295
0.029784,0.086274,0.074392,0.052117,0.049689,0.044315,0.04194,0.04277,0.043489,0.04434,0.046455,0.048179
0.062643,0.06167,0.083315,0.082764,0.08827,0.089977,0.09244,0.094881,0.096268,0.098783,0.10184,0.10569
0.085418,0.12904,0.11601,0.11353,0.11167,0.10822,0.10702,0.10675,0.10775,0.10817,0.109,0.10975
0.18468,0.15327,0.14151,0.1315,0.13079,0.13278,0.13229,0.13218,0.13339,0.13432,0.13341,0.13359
0.15745,0.11404,0.11575,0.11894,0.11816,0.11837,0.11838,0.12102,0.12297,0.12436,0.1249,0.12613
0.20499,0.17928,0.15312,0.1637,0.16403,0.16972,0.17161,0.17389,0.17489,0.17705,0.18317,0.18879
0.12787,0.14049,0.17693,0.18426,0.19155,0.19195,0.19541,0.19812,0.20154,0.20455,0.20791,0.21291
0.26259,0.26667,0.25593,0.25391,0.25157,0.25018,0.25231,0.25141,0.25147,0.2505,0.24588,0.23748
0.2786,0.27085,0.25474,0.25736,0.25633,0.25885,0.25817,0.25443,0.25145,0.25111,0.2561,0.25686
0.33663,0.33661,0.32293,0.31819,0.31351,0.31426,0.31592,0.31577,0.31322,0.31271,0.31551,0.3186
0.23325,0.28234,0.31626,0.33617,0.34692,0.35157,0.3529,0.35585,0.35178,0.347,0.34303,0.34476
