10,0,0,0,0,0,0,0,0
0.0024902,0.0016519,0.38433,0,0,0,0,0,0
0.0036531,0.0032064,0.49216,0,0,0,0,0,0
0.002323,0.00093713,0.17897,0,0,0,0,0,0
0.0041253,0.002061,0.44053,0,0,0,0,0,0
0.0036531,0.0032064,0.49216,0,0,0,0,0,0
0.0027017,0.0020835,0.45138,0,0,0,0,0,0
0.0026244,0.0025983,0.18871,0,0,0,0,0,0
0.00256,0.0020918,0.12851,0,0,0,0,0,0
0.0050174,0.0057393,0.26263,0,0,0,0,0,0
0.0042432,0.0037413,0.20338,0,0,0,0,0,0
0.00333914,0.002731703,0.322276,,,,,,
5.657,6.8667,14.7,19.75,30,45,60,75,90
0.0029873,0.0030521,0.0035478,0.0022414,0.0023548,0.0023676,0.0023587,0.0023571,0.0049363
0.0049902,0.0050653,0.0056177,0.0040054,0.0040127,0.003992,0.0040436,0.0040199,0.0076273
0.0025937,0.0025423,0.002942,0.0022956,0.0022722,0.0023334,0.0023703,0.0023855,0.0024194
0.005176,0.0052782,0.0057877,0.0062786,0.0040786,0.0070975,0.0070967,0.0070954,0.007104
0.0049273,0.0048564,0.0056076,0.0041112,0.004169,0.0041778,0.0042408,0.0042305,0.0076083
0.0034488,0.0035722,0.0042133,0.0023155,0.0024516,0.0033072,0.0051837,0.0052603,0.0052917
0.0036284,0.0035378,0.0041066,0.0030165,0.0029995,0.0029527,0.0029643,0.0029788,0.0029452
0.0034114,0.0033983,0.0037552,0.0041814,0.0028802,0.0028385,0.0028249,0.0027747,0.0027281
0.0069833,0.0073666,0.0046499,0.0052838,0.0055932,0.0063965,0.0065888,0.0065271,0.0076575
0.0049905,0.0055895,0.0071637,0.0035276,0.0050332,0.0055578,0.0061408,0.0065902,0.0065995
0.00076249,0.00072676,0.00050753,0.0019002,0.0017111,0.0016902,0.0017171,0.001721,NaN
0.0010266,0.00098497,0.00073921,0.0023478,0.0023355,0.0024044,0.0023251,0.0023594,NaN
0.00062566,0.00065408,0.00048102,0.0010036,0.001049,0.00097992,0.00094598,0.0009321,0.00090319
0.00079027,0.00073331,0.00050605,0.00029608,0.0032638,NaN,NaN,NaN,NaN
0.0010447,0.0010844,0.00074774,0.0022057,0.0022422,0.0022195,0.0021351,0.0021535,NaN
0.00082308,0.00076268,0.00048927,0.0033386,0.0029675,0.0015421,9.73E-05,7.10E-05,6.09E-05
0.0014328,0.0014828,0.0012387,0.0021098,0.0021309,0.0021775,0.0021668,0.0021545,0.0021839
0.0013647,0.001372,0.0012128,0.0010305,0.0018976,0.0019352,0.0019461,0.0019858,0.002027
0.0030642,0.0028759,0.0066704,0.0056798,0.0052626,0.004432,0.004246,0.0043222,0.0036532
0.0025598,0.0022755,0.0015829,0.0057423,0.0036505,0.0031487,0.0026237,0.0022637,0.0022562
NaN,NaN,NaN,0.41291,0.36523,0.35986,0.36902,0.37021,NaN
NaN,NaN,NaN,0.32857,0.32625,0.3435,0.3303,0.33563,NaN
NaN,NaN,NaN,0.18243,0.20308,0.18236,0.17427,0.171,0.16491
NaN,NaN,NaN,NaN,0.81886,NaN,NaN,NaN,NaN
NaN,NaN,NaN,0.30601,0.33393,0.32833,0.3149,0.3185,NaN
NaN,NaN,NaN,0.80879,0.72571,0.43088,NaN,NaN,NaN
NaN,NaN,NaN,0.13587,0.13934,0.14507,0.14395,0.14284,0.14547
NaN,NaN,NaN,NaN,0.104,0.10856,0.10961,0.11311,0.11691
NaN,NaN,0.36045,0.28557,0.25659,0.20633,0.1956,0.20107,0.18618
NaN,NaN,NaN,0.45993,0.27582,0.23196,0.18662,0.15743,0.15679
,,,,,,,,
0.00431369,0.00442587,0.00473915,0.0037257,0.0035845,0.0041021,0.00438126,0.00442195,0.00549173
0.00134943,0.00129524,0.001417562,0.002565438,0.00265107,0.002281058,0.002022575,0.001995915,0.001847397
NaN,NaN,0.36045,0.36501,0.354881,0.25965,0.22803375,0.22622375,0.154052
