10,0,0,0,0,0,0,0,0
0.0089358,0.0024446,0.069662,0,0,0,0,0,0
0.01083,0.0037971,0.099412,0,0,0,0,0,0
0.0058777,0.0039068,0.12289,0,0,0,0,0,0
0.0080407,0.0036721,0.11686,0,0,0,0,0,0
0.011426,0.0043631,0.12812,0,0,0,0,0,0
0.0066623,0.0051296,0.12146,0,0,0,0,0,0
0.003974,0.0033413,0.083422,0,0,0,0,0,0
0.0021937,0.0027565,0.055161,0,0,0,0,0,0
0.0025459,0.0024612,0.050978,0,0,0,0,0,0
0.01371,0.0062802,0.13133,0,0,0,0,0,0
0.00741961,0.00381525,0.0979295,,,,,,
5.657,6.8667,14.7,19.75,30,45,60,75,90
0.010157,0.010169,0.010871,0.010844,0.011453,0.012201,0.010034,0.0099833,0.009863
0.011335,0.011358,0.012542,0.010372,0.010321,0.010855,0.011129,0.01119,0.011332
0.0059865,0.0062603,0.007485,0.0083619,0.0053085,0.005198,0.0052401,0.0052282,0.005219
0.0088845,0.0091034,0.010302,0.0079511,0.0081529,0.0085282,0.0085288,0.0085837,0.0087294
0.011686,0.011764,0.010335,0.010158,0.011011,0.011279,0.011213,0.011216,0.01144
0.0080514,0.008331,0.0063396,0.0064019,0.0066865,0.0070008,0.0074202,0.0075299,0.0077197
0.0042278,0.004351,0.005758,0.0036501,0.0043118,0.0041747,0.0040686,0.0041147,0.0040569
0.0028208,0.0029494,0.0029596,0.004073,0.0020853,0.0023521,0.0027172,0.0028025,0.0029167
0.0027526,0.0028494,0.0036726,0.0039291,0.002793,0.0026911,0.0028057,0.0027773,0.0026959
0.015311,0.014846,0.016465,0.0188,0.013085,0.013166,0.013397,0.0138,0.014367
0.0017381,0.0017316,0.0014444,0.0014555,0.0012154,0.00092995,0.0019237,0.001952,0.0020207
0.0032368,0.0032245,0.0027093,0.0044491,0.0045004,0.0040667,0.0038711,0.0038292,0.0037344
0.0030607,0.0029142,0.0023941,0.0020293,0.0040742,0.0041782,0.004141,0.004151,0.0041588
0.0028858,0.0027679,0.0022477,0.0041464,0.003943,0.0036539,0.0036533,0.0036097,0.0035032
0.0035788,0.0035374,0.0055514,0.0058317,0.0048827,0.0046467,0.0047084,0.004705,0.0045676
0.0040481,0.0038985,0.0065135,0.0064254,0.0061006,0.0057922,0.0054247,0.0053332,0.0051796
0.0030524,0.0030002,0.002388,0.0039475,0.0034126,0.0034909,0.0035688,0.003536,0.0035762
0.0024421,0.0023736,0.0023693,0.0019174,0.0030393,0.0028766,0.0027053,0.0026574,0.0025951
0.0022572,0.0022056,0.0018808,0.0017749,0.0024049,0.0024702,0.0024023,0.0024183,0.0024644
0.0039167,0.0041675,0.0034631,0.0024872,0.0062145,0.0061364,0.0059418,0.0056334,0.0052346
NaN,NaN,NaN,NaN,NaN,NaN,0.047321,0.048902,0.052733
NaN,NaN,NaN,0.12472,0.12814,0.10612,0.097634,0.095899,0.092246
NaN,NaN,NaN,NaN,0.1335,0.14033,0.13817,0.13869,0.13911
NaN,NaN,NaN,0.15897,0.14387,0.12645,0.12642,0.12397,0.11881
NaN,NaN,0.19617,0.21858,0.16009,0.14785,0.15133,0.15113,0.14578
NaN,NaN,0.21791,0.21205,0.19426,0.17966,0.16404,0.16032,0.15431
NaN,NaN,NaN,0.12157,0.084384,0.088622,0.09291,0.091281,0.093138
NaN,NaN,NaN,NaN,0.071381,0.062085,0.054577,0.052623,0.050324
NaN,NaN,NaN,NaN,0.048771,0.053221,0.049511,0.05026,0.052302
NaN,NaN,NaN,NaN,0.14819,0.14484,0.13786,0.12818,0.11686
,,,,,,,,
0.00812126,0.00819815,0.00867298,0.00845411,0.0075208,0.00774459,0.00765536,0.00772256,0.00783396
0.00302167,0.0029821,0.00309616,0.00344644,0.00397876,0.003824175,0.00383404,0.00378252,0.00370346
#DIV/0!,#DIV/0!,0.20704,0.167178,0.123620667,0.116575333,0.1059773,0.1041255,0.1015613
