True Vp,Est Vp,True Ve,Est Ve,True Ktrans,Est Ktrans,True Kep,Est Kep,Vp %Err,Ktrans %Err,Kep %Err
0.23648,0.20686,45.683,191.29,0.45683,0.40593,0.01,0.002122,12.53,11.14,78.78
0.1737,0.15555,49.86,38.713,0.4986,0.4476,0.01,0.011562,10.45,10.23,15.62
0.25804,0.23582,37.679,271.85,0.37679,0.33033,0.01,0.0012151,8.61,12.33,87.85
0.277,0.25938,33.856,-62.742,0.33856,0.2934,0.01,-0.0046763,6.36,13.34,146.76
0.23628,0.21255,12.913,5.525,0.12913,0.11738,0.01,0.021245,10.04,9.10,112.45
0.18334,0.16493,10.114,-656.56,0.10114,0.089931,0.01,-0.00013697,10.04,11.08,101.37
0.15382,0.14139,39.2,-5482.1,0.392,0.3471,0.01,-6.33E-05,8.08,11.45,100.63
0.16878,0.14985,44.585,14.614,0.44585,0.41251,0.01,0.028228,11.22,7.48,182.28
0.29686,0.26434,22.654,11.457,0.22654,0.20666,0.01,0.018037,10.95,8.78,80.37
0.27213,0.24808,33.691,19.671,0.33691,0.30237,0.01,0.015371,8.84,10.25,53.71
0.299,0.26899,26.469,19.128,0.26469,0.23978,0.01,0.012535,10.04,9.41,25.35
0.16552,0.14914,17.877,8.7935,0.17877,0.1616,0.01,0.018377,9.90,9.60,83.77
0.28305,0.2533,13.132,21.687,0.13132,0.11811,0.01,0.0054463,10.51,10.06,45.54
0.069636,0.064854,18.993,34.557,0.18993,0.16719,0.01,0.0048381,6.87,11.97,51.62
0.18885,0.17054,9.3898,5.0353,0.093898,0.083827,0.01,0.016648,9.70,10.73,66.48
0.098656,0.085462,33.439,16.923,0.33439,0.30537,0.01,0.018044,13.37,8.68,80.44
0.067676,0.066362,47.464,59.597,0.47464,0.42218,0.01,0.0070838,1.94,11.05,29.16
0.25925,0.23373,16.966,18.238,0.16966,0.15162,0.01,0.0083132,9.84,10.63,16.87
0.010397,0.0098955,25.861,39.819,0.25861,0.23039,0.01,0.005786,4.82,10.91,42.14
0.049904,0.045268,34.561,25.659,0.34561,0.31188,0.01,0.012155,9.29,9.76,21.55
0.10136,0.093254,37.03,71.473,0.3703,0.32923,0.01,0.0046063,8.00,11.09,53.94
0.26002,0.23468,24.671,123.58,0.24671,0.21821,0.01,0.0017657,9.75,11.55,82.34
0.031995,0.030974,22.155,17.107,0.22155,0.19782,0.01,0.011563,3.19,10.71,15.63
0.242,0.21405,32.535,17.243,0.32535,0.29825,0.01,0.017297,11.55,8.33,72.97
0.060032,0.05319,8.0667,10.712,0.080667,0.071794,0.01,0.0067019,11.40,11.00,32.98
0.059248,0.055841,38.77,28.683,0.3877,0.34725,0.01,0.012107,5.75,10.43,21.07
0.060744,0.052651,35.309,19.333,0.35309,0.32223,0.01,0.016668,13.32,8.74,66.68
0.17782,0.15818,19.575,12.701,0.19575,0.1779,0.01,0.014007,11.04,9.12,40.07
0.21662,0.19515,24.702,14.697,0.24702,0.22341,0.01,0.015201,9.91,9.56,52.01
0.29389,0.25924,49.811,18.344,0.49811,0.45885,0.01,0.025014,11.79,7.88,150.14
0.10712,0.094883,23.7,25.859,0.237,0.21232,0.01,0.0082109,11.42,10.41,17.89
0.23157,0.21407,35.827,94.386,0.35827,0.31468,0.01,0.003334,7.56,12.17,66.66
0.037101,0.033738,23.984,33.506,0.23984,0.21383,0.01,0.0063819,9.06,10.84,36.18
0.29467,0.2643,30.531,22.14,0.30531,0.27632,0.01,0.01248,10.31,9.50,24.80
0.25716,0.22905,29.764,13.954,0.29764,0.2737,0.01,0.019615,10.93,8.04,96.15
0.22718,0.20835,22.199,59.636,0.22199,0.19467,0.01,0.0032644,8.29,12.31,67.36
0.17632,0.15695,18.445,28.385,0.18445,0.16417,0.01,0.0057837,10.99,10.99,42.16
0.20178,0.17685,48.332,33.062,0.48332,0.43799,0.01,0.013248,12.36,9.38,32.48
0.17004,0.15188,14.515,7.6229,0.14515,0.13121,0.01,0.017213,10.68,9.60,72.13
0.015143,0.014803,25.377,152.14,0.25377,0.22421,0.01,0.0014737,2.25,11.65,85.26
0.033441,0.030802,29.808,405.86,0.29808,0.26241,0.01,0.00064655,7.89,11.97,93.53
0.28867,0.256,33.429,10.411,0.33429,0.31053,0.01,0.029827,11.32,7.11,198.27
0.25251,0.22608,15.4,7.6113,0.154,0.14256,0.01,0.018731,10.47,7.43,87.31
0.023319,0.022452,17.032,27.272,0.17032,0.15213,0.01,0.0055783,3.72,10.68,44.22
0.21679,0.19526,37.448,-141.56,0.37448,0.32822,0.01,-0.0023187,9.93,12.35,123.19
0.074931,0.068708,37.255,41.018,0.37255,0.33317,0.01,0.0081225,8.30,10.57,18.78
0.11565,0.10597,28.306,26.593,0.28306,0.25432,0.01,0.0095635,8.37,10.15,4.36
0.20354,0.181,40.495,15.664,0.40495,0.37509,0.01,0.023946,11.07,7.37,139.46
0.11701,0.10603,47.925,34.299,0.47925,0.43266,0.01,0.012614,9.38,9.72,26.14
0.27399,0.2443,17.609,11.663,0.17609,0.15842,0.01,0.013583,10.84,10.03,35.83
0.14904,0.13339,34.967,18.357,0.34967,0.31539,0.01,0.017181,10.50,9.80,71.81
0.052927,0.045084,22.402,7.5439,0.22402,0.20623,0.01,0.027337,14.82,7.94,173.37
0.2715,0.2448,25.004,-18.87,0.25004,0.2153,0.01,-0.01141,9.83,13.89,214.10
0.17035,0.15407,41.859,60.937,0.41859,0.37112,0.01,0.0060903,9.56,11.34,39.10
0.026131,0.024633,18.839,224.77,0.18839,0.16597,0.01,0.0007384,5.73,11.90,92.62
0.2025,0.18036,36.175,19.151,0.36175,0.32943,0.01,0.017202,10.93,8.93,72.02
0.097018,0.088622,41.673,36.376,0.41673,0.37284,0.01,0.01025,8.65,10.53,2.50
0.056492,0.053221,40.284,26.372,0.40284,0.36207,0.01,0.013729,5.79,10.12,37.29
0.28732,0.26034,23.073,20.066,0.23073,0.20706,0.01,0.010319,9.39,10.26,3.19
0.2204,0.19599,13.471,5.8155,0.13471,0.123,0.01,0.021151,11.08,8.69,111.51
0.15094,0.13405,7.4489,3.5317,0.074489,0.068006,0.01,0.019256,11.19,8.70,92.56
0.24952,0.22515,28.291,35.905,0.28291,0.25092,0.01,0.0069884,9.77,11.31,30.12
0.092488,0.079853,35.598,18.011,0.35598,0.32669,0.01,0.018139,13.66,8.23,81.39
0.15443,0.13648,8.5078,2.6737,0.085078,0.079954,0.01,0.029903,11.62,6.02,199.03
0.18746,0.16568,8.156,9.6724,0.08156,0.073098,0.01,0.0075574,11.62,10.38,24.43
0.05032,0.046561,9.5057,4.8503,0.095057,0.085878,0.01,0.017706,7.47,9.66,77.06
0.010508,0.009805,13.327,16.465,0.13327,0.11855,0.01,0.0071998,6.69,11.05,28.00
0.036103,0.034502,42.981,36.072,0.42981,0.3844,0.01,0.010656,4.43,10.57,6.56
0.069894,0.062915,26.788,13.5,0.26788,0.24174,0.01,0.017906,9.99,9.76,79.06
0.1527,0.13877,12.29,-69.532,0.1229,0.10742,0.01,-0.0015449,9.12,12.60,115.45
0.10572,0.097916,19.792,52.802,0.19792,0.17526,0.01,0.0033191,7.38,11.45,66.81
0.14949,0.13518,18.101,9.1925,0.18101,0.16455,0.01,0.017901,9.57,9.09,79.01
0.098964,0.089641,16.385,57.344,0.16385,0.14537,0.01,0.0025351,9.42,11.28,74.65
0.036255,0.033738,19.446,9.3297,0.19446,0.17691,0.01,0.018962,6.94,9.02,89.62
0.057759,0.051736,6.3979,-39.01,0.063979,0.056334,0.01,-0.0014441,10.43,11.95,114.44
0.047813,0.044523,25.368,26.894,0.25368,0.22695,0.01,0.0084388,6.88,10.54,15.61
0.24627,0.22305,46.6,18.566,0.466,0.43043,0.01,0.023185,9.43,7.63,131.85
0.15148,0.13171,47.817,20.926,0.47817,0.43991,0.01,0.021023,13.05,8.00,110.23
0.11635,0.10494,5.4662,1.8657,0.054662,0.050441,0.01,0.027036,9.81,7.72,170.36
0.087949,0.080376,19.481,112.18,0.19481,0.17345,0.01,0.0015462,8.61,10.96,84.54
0.16704,0.14953,15.944,8.8585,0.15944,0.14562,0.01,0.016439,10.48,8.67,64.39
0.11073,0.09757,30.346,25.01,0.30346,0.27369,0.01,0.010943,11.88,9.81,9.43
0.041523,0.043128,35.161,68.605,0.35161,0.31073,0.01,0.0045293,3.87,11.63,54.71
0.078203,0.06947,36.511,341.98,0.36511,0.32229,0.01,0.00094242,11.17,11.73,90.58
0.25256,0.22828,39.562,24.077,0.39562,0.36086,0.01,0.014988,9.61,8.79,49.88
0.074099,0.065724,7.9638,5.2784,0.079638,0.071993,0.01,0.013639,11.30,9.60,36.39
0.12406,0.10976,23.199,9.3577,0.23199,0.21437,0.01,0.022908,11.53,7.60,129.08
0.026297,0.027239,36.63,67.585,0.3663,0.32344,0.01,0.0047856,3.58,11.70,52.14
0.06735,0.061738,20.921,-108.83,0.20921,0.18505,0.01,-0.0017003,8.33,11.55,117.00
0.17809,0.15947,36.548,15.282,0.36548,0.33534,0.01,0.021943,10.46,8.25,119.43
0.1469,0.13027,16.235,14.165,0.16235,0.14798,0.01,0.010446,11.32,8.85,4.46
0.055849,0.05134,43.079,21.804,0.43079,0.39428,0.01,0.018083,8.07,8.48,80.83
0.23222,0.20214,33,40.818,0.33,0.29424,0.01,0.0072086,12.95,10.84,27.91
0.021439,0.020381,41.583,46.371,0.41583,0.37066,0.01,0.0079934,4.93,10.86,20.07
0.067769,0.062232,10.967,8.0967,0.10967,0.09966,0.01,0.012309,8.17,9.13,23.09
0.27749,0.24989,40.134,23.241,0.40134,0.3615,0.01,0.015554,9.95,9.93,55.54
0.29696,0.26589,32.182,14.62,0.32182,0.29468,0.01,0.020156,10.46,8.43,101.56
0.10714,0.098022,27.317,16.794,0.27317,0.24863,0.01,0.014805,8.51,8.98,48.05
0.19809,0.18139,21.052,9.3021,0.21052,0.19209,0.01,0.02065,8.43,8.75,106.50
0.095813,0.086566,14.814,11.898,0.14814,0.13194,0.01,0.011089,9.65,10.94,10.89
0.22671,0.20383,7.4579,-6.3256,0.074579,0.064966,0.01,-0.01027,10.09,12.89,202.70
0.14857,0.13032,36.506,19.603,0.36506,0.33293,0.01,0.016984,12.28,8.80,69.84
0.2085,0.19358,40.153,-177.6,0.40153,0.35465,0.01,-0.0019969,7.16,11.68,119.97
0.023169,0.022127,21.761,27.892,0.21761,0.19428,0.01,0.0069654,4.50,10.72,30.35
0.28898,0.25976,27.175,15.244,0.27175,0.24788,0.01,0.016261,10.11,8.78,62.61
0.29257,0.26198,12.67,11.246,0.1267,0.11391,0.01,0.010129,10.46,10.09,1.29
0.1903,0.17328,8.6886,-12.238,0.086886,0.076255,0.01,-0.0062308,8.94,12.24,162.31
0.053314,0.048012,6.7569,6.6973,0.067569,0.060704,0.01,0.009064,9.94,10.16,9.36
0.022942,0.022715,23.842,41.427,0.23842,0.21074,0.01,0.0050871,0.99,11.61,49.13
0.23549,0.21476,14.868,6.9953,0.14868,0.13601,0.01,0.019443,8.80,8.52,94.43
0.11515,0.10942,47.898,2301.3,0.47898,0.42291,0.01,0.00018377,4.98,11.71,98.16
0.23007,0.20779,35.211,41.007,0.35211,0.31592,0.01,0.007704,9.68,10.28,22.96
0.13827,0.12445,15.099,24.801,0.15099,0.13508,0.01,0.0054466,9.99,10.54,45.53
0.072361,0.064986,13.457,6.3876,0.13457,0.12198,0.01,0.019096,10.19,9.36,90.96
0.055842,0.050194,28.775,57.12,0.28775,0.25449,0.01,0.0044554,10.11,11.56,55.45
0.20921,0.18699,21.341,17.664,0.21341,0.19231,0.01,0.010887,10.62,9.89,8.87
0.16511,0.14642,38.877,342.15,0.38877,0.34363,0.01,0.0010043,11.32,11.61,89.96
0.17552,0.15735,13.424,10.055,0.13424,0.12086,0.01,0.01202,10.35,9.97,20.20
0.24963,0.22404,5.2447,-1.4233,0.052447,0.044005,0.01,-0.030917,10.25,16.10,409.17
0.19415,0.17644,27.918,-34.98,0.27918,0.24157,0.01,-0.0069059,9.12,13.47,169.06
0.16378,0.14952,24.828,20.399,0.24828,0.22194,0.01,0.01088,8.71,10.61,8.80
0.1169,0.10429,12.498,5.8603,0.12498,0.11482,0.01,0.019593,10.79,8.13,95.93
0.095097,0.086508,8.8705,-20.829,0.088705,0.07747,0.01,-0.0037194,9.03,12.67,137.19
0.17129,0.15315,6.3744,9.9639,0.063744,0.056534,0.01,0.0056739,10.59,11.31,43.26
0.097233,0.086519,29.166,10.751,0.29166,0.26756,0.01,0.024887,11.02,8.26,148.87
0.17395,0.15893,31.861,25.599,0.31861,0.28464,0.01,0.011119,8.63,10.66,11.19
0.15611,0.14061,23.648,18.462,0.23648,0.21368,0.01,0.011574,9.93,9.64,15.74
0.22447,0.20531,49.981,29.79,0.49981,0.45035,0.01,0.015118,8.54,9.90,51.18
0.051733,0.050585,35.096,47.088,0.35096,0.31395,0.01,0.0066672,2.22,10.55,33.33
0.084767,0.081782,43.477,45.08,0.43477,0.38963,0.01,0.0086431,3.52,10.38,13.57
0.29765,0.26591,49.302,108.35,0.49302,0.43987,0.01,0.0040599,10.66,10.78,59.40
0.11736,0.10494,24.443,41.562,0.24443,0.21813,0.01,0.0052483,10.58,10.76,47.52
0.25668,0.22528,13.771,5.2119,0.13771,0.12903,0.01,0.024757,12.23,6.30,147.57
0.22451,0.20117,14.296,5.8357,0.14296,0.13181,0.01,0.022587,10.40,7.80,125.87
0.27279,0.24549,16.611,14.579,0.16611,0.14927,0.01,0.010238,10.01,10.14,2.38
0.11227,0.097034,44.8,16.627,0.448,0.41587,0.01,0.025011,13.57,7.17,150.11
0.28134,0.24614,47.925,94.623,0.47925,0.42528,0.01,0.0044945,12.51,11.26,55.06
0.10182,0.094184,17.784,11.337,0.17784,0.15992,0.01,0.014105,7.50,10.08,41.05
0.16313,0.14515,13.089,9.4565,0.13089,0.11907,0.01,0.012592,11.02,9.03,25.92
0.098256,0.082361,38.59,28.739,0.3859,0.35284,0.01,0.012277,16.18,8.57,22.77
0.022499,0.021691,16.879,9.229,0.16879,0.15207,0.01,0.016477,3.59,9.91,64.77
0.2836,0.25801,18.27,3003.9,0.1827,0.16068,0.01,5.35E-05,9.02,12.05,99.47
0.12003,0.11034,40.846,61.137,0.40846,0.3643,0.01,0.0059589,8.07,10.81,40.41
