True Vp,Est Vp,True Ve,Est Ve,True Ktrans,Est Ktrans,True Kep,Est Kep,Vp %Err,Ktrans %Err,Kep %Err
0.14829,0.13351,20.761,15.473,0.20761,0.18959,0.01,0.012254,9.97,8.68,22.54
0.098439,0.089152,5.3795,4.5136,0.053795,0.048186,0.01,0.010676,9.43,10.43,6.76
0.11705,0.10957,32.288,30.47,0.32288,0.28887,0.01,0.0094804,6.39,10.53,5.20
0.20872,0.18973,45.876,33.578,0.45876,0.41565,0.01,0.012379,9.10,9.40,23.79
0.018563,0.017759,21.368,21.783,0.21368,0.1915,0.01,0.0087912,4.33,10.38,12.09
0.036749,0.033792,30.88,24.709,0.3088,0.27924,0.01,0.011301,8.05,9.57,13.01
0.03607,0.03045,17.389,17.077,0.17389,0.15593,0.01,0.0091314,15.58,10.33,8.69
0.025703,0.026277,26.252,32.162,0.26252,0.23414,0.01,0.0072802,2.23,10.81,27.20
0.12296,0.10823,35.695,32.712,0.35695,0.31997,0.01,0.0097817,11.98,10.36,2.18
0.27223,0.24279,12.03,10.148,0.1203,0.10852,0.01,0.010694,10.81,9.79,6.94
0.26871,0.24304,15.774,14.312,0.15774,0.14161,0.01,0.009894,9.55,10.23,1.06
0.28479,0.25494,46.283,36.123,0.46283,0.41785,0.01,0.011567,10.48,9.72,15.67
0.26798,0.24028,6.7819,4.55,0.067819,0.062036,0.01,0.013634,10.34,8.53,36.34
0.125,0.1144,9.5536,8.8293,0.095536,0.08551,0.01,0.0096848,8.48,10.49,3.15
0.16275,0.14214,42.015,28.788,0.42015,0.38332,0.01,0.013315,12.66,8.77,33.15
0.011564,0.010237,33.333,26.352,0.33333,0.3015,0.01,0.011441,11.48,9.55,14.41
0.085173,0.076056,27.145,22.488,0.27145,0.24525,0.01,0.010906,10.70,9.65,9.06
0.12374,0.11662,47.19,48.872,0.4719,0.42082,0.01,0.0086108,5.75,10.82,13.89
0.019467,0.014257,41.308,39.248,0.41308,0.36698,0.01,0.0093501,26.76,11.16,6.50
0.15202,0.13603,20.521,19.195,0.20521,0.18449,0.01,0.0096114,10.52,10.10,3.89
0.2559,0.22858,21.111,17.455,0.21111,0.18961,0.01,0.010862,10.68,10.18,8.62
0.028447,0.025693,10.365,10.892,0.10365,0.092558,0.01,0.008498,9.68,10.70,15.02
0.27738,0.25048,25.938,24.905,0.25938,0.23276,0.01,0.0093458,9.70,10.26,6.54
0.22829,0.20589,43.679,36.661,0.43679,0.39349,0.01,0.010733,9.81,9.91,7.33
0.16888,0.14986,7.9602,5.4185,0.079602,0.072993,0.01,0.013471,11.26,8.30,34.71
0.16773,0.15136,8.6135,10.914,0.086135,0.076407,0.01,0.0070011,9.76,11.29,29.99
0.29836,0.27164,23.185,25.346,0.23185,0.2059,0.01,0.0081237,8.96,11.19,18.76
0.2991,0.26846,19.48,20.41,0.1948,0.17364,0.01,0.0085074,10.24,10.86,14.93
0.28545,0.25376,48.08,44.209,0.4808,0.43136,0.01,0.0097572,11.10,10.28,2.43
0.25967,0.23251,18.153,14.913,0.18153,0.16412,0.01,0.011005,10.46,9.59,10.05
0.19573,0.17613,19.606,18.396,0.19606,0.17586,0.01,0.0095594,10.01,10.30,4.41
0.24806,0.21922,21.489,17.501,0.21489,0.19562,0.01,0.011177,11.63,8.97,11.77
0.063635,0.060395,35.917,32.009,0.35917,0.32264,0.01,0.01008,5.09,10.17,0.80
0.21199,0.19559,40.409,41.62,0.40409,0.36034,0.01,0.008658,7.74,10.83,13.42
0.10496,0.094141,9.9908,8.0924,0.099908,0.090445,0.01,0.011176,10.31,9.47,11.76
0.2502,0.22523,7.5925,5.9489,0.075925,0.068387,0.01,0.011496,9.98,9.93,14.96
0.0327,0.030332,20.244,17.234,0.20244,0.18278,0.01,0.010606,7.24,9.71,6.06
0.26359,0.23669,32.21,25.853,0.3221,0.29114,0.01,0.011261,10.21,9.61,12.61
0.20129,0.18153,11.457,15.549,0.11457,0.10167,0.01,0.0065387,9.82,11.26,34.61
0.10654,0.094078,19.231,15.831,0.19231,0.17324,0.01,0.010943,11.70,9.92,9.43
0.11763,0.10661,21.519,21.006,0.21519,0.19204,0.01,0.0091421,9.37,10.76,8.58
0.29518,0.26346,32.846,26.922,0.32846,0.29498,0.01,0.010957,10.75,10.19,9.57
0.13585,0.11732,32.031,26.095,0.32031,0.2908,0.01,0.011144,13.64,9.21,11.44
0.072526,0.065045,9.5286,12.166,0.095286,0.085009,0.01,0.0069877,10.31,10.79,30.12
0.19555,0.17926,18.81,21.969,0.1881,0.16659,0.01,0.0075831,8.33,11.44,24.17
0.10744,0.098377,23.782,19.859,0.23782,0.21448,0.01,0.0108,8.44,9.81,8.00
0.14096,0.12836,27.075,23.893,0.27075,0.24294,0.01,0.010168,8.94,10.27,1.68
0.019895,0.01632,17.54,15.251,0.1754,0.15845,0.01,0.010389,17.97,9.66,3.89
0.22331,0.20292,25.917,23.344,0.25917,0.23275,0.01,0.0099701,9.13,10.19,0.30
0.29869,0.26187,32.831,23.158,0.32831,0.29845,0.01,0.012888,12.33,9.10,28.88
0.073107,0.063986,37.12,26.627,0.3712,0.33689,0.01,0.012652,12.48,9.24,26.52
0.23159,0.21072,48.163,37.393,0.48163,0.43555,0.01,0.011648,9.01,9.57,16.48
0.17174,0.15225,23.373,20.602,0.23373,0.20965,0.01,0.010176,11.35,10.30,1.76
0.090238,0.081093,41.025,30.471,0.41025,0.37167,0.01,0.012198,10.13,9.40,21.98
0.065141,0.059371,20.76,17.044,0.2076,0.18712,0.01,0.010978,8.86,9.87,9.78
0.020837,0.014654,49.718,43.802,0.49718,0.44995,0.01,0.010272,29.67,9.50,2.72
0.032882,0.034679,37.47,33.975,0.3747,0.33628,0.01,0.0098978,5.46,10.25,1.02
0.11205,0.10277,33.714,34.36,0.33714,0.30101,0.01,0.0087604,8.28,10.72,12.40
0.13301,0.11735,19.566,16.592,0.19566,0.17646,0.01,0.010635,11.77,9.81,6.35
0.10314,0.090068,49.411,43.06,0.49411,0.4431,0.01,0.01029,12.67,10.32,2.90
0.12084,0.10823,16.628,12.316,0.16628,0.15067,0.01,0.012233,10.44,9.39,22.33
0.28481,0.26018,31.658,32.008,0.31658,0.281,0.01,0.008779,8.65,11.24,12.21
0.28087,0.25387,7.6372,9.2346,0.076372,0.067701,0.01,0.0073313,9.61,11.35,26.69
0.070935,0.06526,34.156,35.677,0.34156,0.30488,0.01,0.0085456,8.00,10.74,14.54
0.274,0.24831,22.541,19.262,0.22541,0.20236,0.01,0.010505,9.38,10.23,5.05
0.28733,0.25838,38.829,36.269,0.38829,0.34784,0.01,0.0095907,10.08,10.42,4.09
0.20568,0.18321,6.1468,4.4075,0.061468,0.055496,0.01,0.012591,10.92,9.72,25.91
0.061701,0.054817,39.523,35.032,0.39523,0.35385,0.01,0.010101,11.16,10.47,1.01
0.0294,0.026409,6.0634,5.8862,0.060634,0.054112,0.01,0.0091931,10.17,10.76,8.07
0.19899,0.17839,25.074,23.136,0.25074,0.22432,0.01,0.0096956,10.35,10.54,3.04
0.040669,0.036291,17.417,22.401,0.17417,0.15444,0.01,0.0068943,10.76,11.33,31.06
0.16825,0.14694,39.172,37.578,0.39172,0.35182,0.01,0.0093624,12.67,10.19,6.38
0.15464,0.13589,16.944,12.682,0.16944,0.15408,0.01,0.01215,12.12,9.07,21.50
0.070305,0.059935,26.668,25.446,0.26668,0.23866,0.01,0.0093791,14.75,10.51,6.21
0.14945,0.13411,6.4253,5.9179,0.064253,0.057643,0.01,0.0097405,10.26,10.29,2.60
0.032239,0.028024,12.587,11.315,0.12587,0.1131,0.01,0.0099953,13.07,10.15,0.05
0.09091,0.088519,49.087,47.761,0.49087,0.44021,0.01,0.009217,2.63,10.32,7.83
0.20348,0.18438,6.5957,7.5276,0.065957,0.058407,0.01,0.007759,9.39,11.45,22.41
0.27357,0.25007,25.441,25.476,0.25441,0.22576,0.01,0.0088618,8.59,11.26,11.38
0.1751,0.16123,29.342,29.889,0.29342,0.26244,0.01,0.0087805,7.92,10.56,12.20
0.28022,0.25126,13.456,9.6682,0.13456,0.12205,0.01,0.012624,10.33,9.30,26.24
0.2112,0.1903,26.407,28.9,0.26407,0.23533,0.01,0.008143,9.90,10.88,18.57
0.041298,0.037354,5.0039,5.3689,0.050039,0.044557,0.01,0.0082991,9.55,10.96,17.01
0.052856,0.050089,19.192,20.017,0.19192,0.17173,0.01,0.0085793,5.23,10.52,14.21
0.1955,0.17434,18.694,14.788,0.18694,0.16786,0.01,0.011351,10.82,10.21,13.51
0.28806,0.25848,20.68,18.385,0.2068,0.185,0.01,0.010063,10.27,10.54,0.63
0.08153,0.074135,21.874,18.862,0.21874,0.19699,0.01,0.010444,9.07,9.94,4.44
0.1087,0.096224,12.671,11.606,0.12671,0.11382,0.01,0.0098064,11.48,10.17,1.94
0.17977,0.15912,30.589,30.602,0.30589,0.27625,0.01,0.0090271,11.49,9.69,9.73
0.14493,0.13049,22.4,21.639,0.224,0.20046,0.01,0.0092637,9.96,10.51,7.36
0.29027,0.25925,32.153,28.756,0.32153,0.28891,0.01,0.010047,10.69,10.15,0.47
0.10438,0.098418,46.527,43.317,0.46527,0.41611,0.01,0.0096062,5.71,10.57,3.94
0.042984,0.041333,23.422,21.826,0.23422,0.20901,0.01,0.0095759,3.84,10.76,4.24
0.15644,0.14047,22.729,19.989,0.22729,0.20385,0.01,0.010198,10.21,10.31,1.98
0.19902,0.18083,17.895,13.008,0.17895,0.16174,0.01,0.012434,9.14,9.62,24.34
0.0526,0.051925,28.169,42.993,0.28169,0.24726,0.01,0.0057511,1.28,12.22,42.49
0.28324,0.25341,18.46,17.166,0.1846,0.16532,0.01,0.0096307,10.53,10.44,3.69
0.19507,0.17391,46.813,38.401,0.46813,0.42142,0.01,0.010974,10.85,9.98,9.74
0.14801,0.13412,27.905,25.8,0.27905,0.24939,0.01,0.009666,9.38,10.63,3.34
0.16699,0.15125,38.711,45.653,0.38711,0.34433,0.01,0.0075425,9.43,11.05,24.58
0.084975,0.078376,25.286,23.544,0.25286,0.22679,0.01,0.0096323,7.77,10.31,3.68
0.031208,0.027297,20.661,17.93,0.20661,0.18555,0.01,0.010349,12.53,10.19,3.49
0.26997,0.2431,25.944,24.557,0.25944,0.23344,0.01,0.009506,9.95,10.02,4.94
0.027439,0.024929,10.402,8.8483,0.10402,0.093661,0.01,0.010585,9.15,9.96,5.85
0.13078,0.11069,39.577,34.768,0.39577,0.35584,0.01,0.010235,15.36,10.09,2.35
0.14323,0.12803,37.871,28.535,0.37871,0.3444,0.01,0.012069,10.61,9.06,20.69
0.28985,0.26065,27.74,21.374,0.2774,0.25157,0.01,0.01177,10.07,9.31,17.70
0.23648,0.21298,45.683,44.006,0.45683,0.41029,0.01,0.0093235,9.94,10.19,6.77
0.1737,0.15463,49.86,49.495,0.4986,0.44575,0.01,0.0090059,10.98,10.60,9.94
0.25804,0.22828,37.679,30.193,0.37679,0.34012,0.01,0.011265,11.53,9.73,12.65
0.277,0.23762,33.856,25.762,0.33856,0.30896,0.01,0.011993,14.22,8.74,19.93
0.23628,0.21231,12.913,16.823,0.12913,0.11476,0.01,0.0068214,10.14,11.13,31.79
0.18334,0.16374,10.114,7.8889,0.10114,0.091461,0.01,0.011594,10.69,9.57,15.94
0.15382,0.13581,39.2,36.315,0.392,0.35326,0.01,0.0097278,11.71,9.88,2.72
0.16878,0.15695,44.585,44.111,0.44585,0.39837,0.01,0.009031,7.01,10.65,9.69
0.29686,0.2659,22.654,20.25,0.22654,0.20318,0.01,0.010034,10.43,10.31,0.34
0.27213,0.24255,33.691,35.216,0.33691,0.29899,0.01,0.0084902,10.87,11.26,15.10
0.299,0.27085,26.469,21.442,0.26469,0.23825,0.01,0.011111,9.41,9.99,11.11
0.16552,0.15082,17.877,13.624,0.17877,0.16112,0.01,0.011826,8.88,9.87,18.26
0.28305,0.25578,13.132,14.341,0.13132,0.11634,0.01,0.0081124,9.63,11.41,18.88
0.069636,0.06056,18.993,14.072,0.18993,0.17283,0.01,0.012282,13.03,9.00,22.82
0.18885,0.16912,9.3898,6.8073,0.093898,0.085103,0.01,0.012502,10.45,9.37,25.02
0.098656,0.092042,33.439,34.359,0.33439,0.29771,0.01,0.0086645,6.70,10.97,13.36
0.067676,0.060462,47.464,42.467,0.47464,0.42545,0.01,0.010018,10.66,10.36,0.18
0.25925,0.23188,16.966,14.857,0.16966,0.15291,0.01,0.010292,10.56,9.87,2.92
0.010397,0.0077052,25.861,20.555,0.25861,0.2349,0.01,0.011428,25.89,9.17,14.28
0.049904,0.045979,34.561,42.805,0.34561,0.30718,0.01,0.0071764,7.87,11.12,28.24
0.10136,0.093112,37.03,33.507,0.3703,0.33119,0.01,0.0098842,8.14,10.56,1.16
0.26002,0.23704,24.671,19.417,0.24671,0.22278,0.01,0.011473,8.84,9.70,14.73
0.031995,0.027107,22.155,15.658,0.22155,0.20077,0.01,0.012822,15.28,9.38,28.22
0.242,0.21734,32.535,34.164,0.32535,0.29182,0.01,0.0085418,10.19,10.31,14.58
0.060032,0.055101,8.0667,7.0727,0.080667,0.072377,0.01,0.010233,8.21,10.28,2.33
0.059248,0.046991,38.77,32.269,0.3877,0.35037,0.01,0.010858,20.69,9.63,8.58
0.060744,0.059746,35.309,34.509,0.35309,0.31411,0.01,0.0091023,1.64,11.04,8.98
0.17782,0.15992,19.575,17.528,0.19575,0.17723,0.01,0.010111,10.07,9.46,1.11
0.21662,0.1956,24.702,20.097,0.24702,0.22222,0.01,0.011058,9.70,10.04,10.58
0.29389,0.26674,49.811,51.509,0.49811,0.44381,0.01,0.0086163,9.24,10.90,13.84
0.10712,0.097945,23.7,18.213,0.237,0.21367,0.01,0.011732,8.57,9.84,17.32
0.23157,0.20957,35.827,36.597,0.35827,0.3207,0.01,0.008763,9.50,10.49,12.37
0.037101,0.033798,23.984,22.085,0.23984,0.21534,0.01,0.0097508,8.90,10.22,2.49
0.29467,0.26295,30.531,25.836,0.30531,0.27518,0.01,0.010651,10.76,9.87,6.51
0.25716,0.23438,29.764,23.523,0.29764,0.26719,0.01,0.011359,8.86,10.23,13.59
0.22718,0.20252,22.199,17.264,0.22199,0.20088,0.01,0.011636,10.85,9.51,16.36
0.17632,0.16221,18.445,17.585,0.18445,0.16436,0.01,0.0093464,8.00,10.89,6.54
0.20178,0.17743,48.332,48.631,0.48332,0.42973,0.01,0.0088365,12.07,11.09,11.64
0.17004,0.15434,14.515,13.641,0.14515,0.13032,0.01,0.0095535,9.23,10.22,4.47
0.015143,0.017504,25.377,24.091,0.25377,0.22716,0.01,0.0094292,15.59,10.49,5.71
0.033441,0.030097,29.808,22.562,0.29808,0.26913,0.01,0.011929,10.00,9.71,19.29
0.28867,0.25617,33.429,21.93,0.33429,0.30422,0.01,0.013872,11.26,9.00,38.72
0.25251,0.22979,15.4,19.589,0.154,0.136,0.01,0.006943,9.00,11.69,30.57
0.023319,0.022409,17.032,16.523,0.17032,0.15285,0.01,0.0092511,3.90,10.26,7.49
0.21679,0.19504,37.448,37.656,0.37448,0.33625,0.01,0.0089295,10.03,10.21,10.71
0.074931,0.071227,37.255,30.32,0.37255,0.3364,0.01,0.011095,4.94,9.70,10.95
0.11565,0.10421,28.306,21.617,0.28306,0.25612,0.01,0.011848,9.89,9.52,18.48
0.20354,0.18124,40.495,35.148,0.40495,0.36456,0.01,0.010372,10.96,9.97,3.72
0.11701,0.11044,47.925,46.379,0.47925,0.42746,0.01,0.0092167,5.61,10.81,7.83
0.27399,0.24172,17.609,15.655,0.17609,0.15913,0.01,0.010165,11.78,9.63,1.65
0.14904,0.13812,34.967,31.329,0.34967,0.31227,0.01,0.0099675,7.33,10.70,0.32
0.052927,0.049523,22.402,23.865,0.22402,0.19937,0.01,0.008354,6.43,11.00,16.46
0.2715,0.24618,25.004,29.577,0.25004,0.22201,0.01,0.0075062,9.33,11.21,24.94
0.17035,0.1543,41.859,52.317,0.41859,0.36959,0.01,0.0070645,9.42,11.71,29.36
0.026131,0.021479,18.839,14.77,0.18839,0.17084,0.01,0.011567,17.80,9.32,15.67
0.2025,0.18044,36.175,35.659,0.36175,0.32499,0.01,0.0091137,10.89,10.16,8.86
0.097018,0.084553,41.673,32.371,0.41673,0.37585,0.01,0.011611,12.85,9.81,16.11
0.056492,0.055979,40.284,36.122,0.40284,0.36,0.01,0.0099664,0.91,10.63,0.34
0.28732,0.25736,23.073,19.657,0.23073,0.20759,0.01,0.010561,10.43,10.03,5.61
0.2204,0.19937,13.471,14.516,0.13471,0.12034,0.01,0.0082899,9.54,10.67,17.10
0.15094,0.13351,7.4489,5.6079,0.074489,0.067736,0.01,0.012079,11.55,9.07,20.79
0.24952,0.22515,28.291,26.14,0.28291,0.25246,0.01,0.0096582,9.77,10.76,3.42
0.092488,0.082235,35.598,26.882,0.35598,0.32239,0.01,0.011993,11.09,9.44,19.93
0.15443,0.13871,8.5078,7.4178,0.085078,0.076405,0.01,0.0103,10.18,10.19,3.00
0.18746,0.17034,8.156,7.8816,0.08156,0.072333,0.01,0.0091774,9.13,11.31,8.23
0.05032,0.045085,9.5057,10.092,0.095057,0.084664,0.01,0.0083891,10.40,10.93,16.11
0.010508,0.0086237,13.327,10.927,0.13327,0.11995,0.01,0.010977,17.93,9.99,9.77
0.036103,0.034552,42.981,37.927,0.42981,0.38442,0.01,0.010136,4.30,10.56,1.36
0.069894,0.063986,26.788,31.839,0.26788,0.23824,0.01,0.0074826,8.45,11.06,25.17
0.1527,0.13763,12.29,11.625,0.1229,0.10958,0.01,0.0094263,9.87,10.84,5.74
0.10572,0.093062,19.792,17.286,0.19792,0.17846,0.01,0.010324,11.97,9.83,3.24
0.14949,0.1343,18.101,14.388,0.18101,0.1625,0.01,0.011294,10.16,10.23,12.94
0.098964,0.088274,16.385,11.882,0.16385,0.14891,0.01,0.012533,10.80,9.12,25.33
0.036255,0.036494,19.446,17.089,0.19446,0.174,0.01,0.010182,0.66,10.52,1.82
0.057759,0.052206,6.3979,5.9807,0.063979,0.05728,0.01,0.0095774,9.61,10.47,4.23
0.047813,0.042467,25.368,24.458,0.25368,0.22815,0.01,0.0093282,11.18,10.06,6.72
0.24627,0.22895,46.6,53.002,0.466,0.41232,0.01,0.0077793,7.03,11.52,22.21
0.15148,0.14518,47.817,44.336,0.47817,0.42854,0.01,0.0096658,4.16,10.38,3.34
0.11635,0.10435,5.4662,4.4782,0.054662,0.049357,0.01,0.011022,10.31,9.71,10.22
0.087949,0.078934,19.481,20.45,0.19481,0.17372,0.01,0.008495,10.25,10.83,15.05
0.16704,0.15348,15.944,17.915,0.15944,0.14181,0.01,0.0079158,8.12,11.06,20.84
0.11073,0.099349,30.346,24.91,0.30346,0.27617,0.01,0.011087,10.28,8.99,10.87
0.041523,0.033246,35.161,27.042,0.35161,0.31829,0.01,0.01177,19.93,9.48,17.70
0.078203,0.077732,36.511,37.033,0.36511,0.32607,0.01,0.0088048,0.60,10.69,11.95
0.25256,0.23448,39.562,42.203,0.39562,0.3529,0.01,0.0083619,7.16,10.80,16.38
0.074099,0.06599,7.9638,6.2845,0.079638,0.071928,0.01,0.011445,10.94,9.68,14.45
0.12406,0.10963,23.199,19.049,0.23199,0.20783,0.01,0.01091,11.63,10.41,9.10
0.026297,0.028682,36.63,45.349,0.3663,0.32613,0.01,0.0071914,9.07,10.97,28.09
0.06735,0.059849,20.921,18.093,0.20921,0.18773,0.01,0.010376,11.14,10.27,3.76
0.17809,0.15921,36.548,29.126,0.36548,0.33026,0.01,0.011339,10.60,9.64,13.39
0.1469,0.12688,16.235,10.431,0.16235,0.14821,0.01,0.014209,13.63,8.71,42.09
0.055849,0.050755,43.079,46.797,0.43079,0.38386,0.01,0.0082026,9.12,10.89,17.97
0.23222,0.21717,33,33.298,0.33,0.29297,0.01,0.0087982,6.48,11.22,12.02
0.021439,0.014594,41.583,33.328,0.41583,0.37616,0.01,0.011286,31.93,9.54,12.86
0.067769,0.059467,10.967,7.4063,0.10967,0.10006,0.01,0.01351,12.25,8.76,35.10
0.27749,0.24866,40.134,30.912,0.40134,0.3636,0.01,0.011762,10.39,9.40,17.62
0.29696,0.26983,32.182,32.606,0.32182,0.28779,0.01,0.0088261,9.14,10.57,11.74
0.10714,0.097106,27.317,27.122,0.27317,0.24354,0.01,0.0089791,9.37,10.85,10.21
0.19809,0.17693,21.052,20.299,0.21052,0.189,0.01,0.0093108,10.68,10.22,6.89
0.095813,0.086492,14.814,10.956,0.14814,0.1335,0.01,0.012185,9.73,9.88,21.85
0.22671,0.2039,7.4579,6.7638,0.074579,0.067129,0.01,0.0099248,10.06,9.99,0.75
0.14857,0.13564,36.506,48.805,0.36506,0.32222,0.01,0.0066022,8.70,11.74,33.98
0.2085,0.18175,40.153,38.762,0.40153,0.35901,0.01,0.0092618,12.83,10.59,7.38
0.023169,0.018112,21.761,17.628,0.21761,0.19653,0.01,0.011149,21.83,9.69,11.49
0.28898,0.27053,27.175,37.523,0.27175,0.23957,0.01,0.0063845,6.38,11.84,36.16
0.29257,0.26368,12.67,11.611,0.1267,0.11404,0.01,0.0098217,9.87,9.99,1.78
0.1903,0.17176,8.6886,6.9658,0.086886,0.078346,0.01,0.011247,9.74,9.83,12.47
0.053314,0.046986,6.7569,4.625,0.067569,0.061547,0.01,0.013308,11.87,8.91,33.08
0.022942,0.018138,23.842,25.422,0.23842,0.21199,0.01,0.0083389,20.94,11.09,16.61
0.23549,0.21012,14.868,14.197,0.14868,0.13324,0.01,0.0093845,10.77,10.38,6.16
0.11515,0.1046,47.898,47.297,0.47898,0.42781,0.01,0.0090451,9.16,10.68,9.55
0.23007,0.20772,35.211,32.613,0.35211,0.31495,0.01,0.0096574,9.71,10.55,3.43
0.13827,0.12395,15.099,13.402,0.15099,0.13536,0.01,0.0101,10.36,10.35,1.00
0.072361,0.066877,13.457,11.419,0.13457,0.1206,0.01,0.010561,7.58,10.38,5.61
0.055842,0.047581,28.775,18.674,0.28775,0.26369,0.01,0.01412,14.79,8.36,41.20
0.20921,0.18714,21.341,21.03,0.21341,0.19136,0.01,0.009099,10.55,10.33,9.01
0.16511,0.1413,38.877,33.054,0.38877,0.35112,0.01,0.010623,14.42,9.68,6.23
0.17552,0.15603,13.424,10.968,0.13424,0.12181,0.01,0.011106,11.10,9.26,11.06
0.24963,0.22506,5.2447,6.3742,0.052447,0.046517,0.01,0.0072977,9.84,11.31,27.02
0.19415,0.17613,27.918,27.793,0.27918,0.24885,0.01,0.008954,9.28,10.86,10.46
0.16378,0.14865,24.828,18.672,0.24828,0.22489,0.01,0.012044,9.24,9.42,20.44
0.1169,0.10397,12.498,8.4384,0.12498,0.11417,0.01,0.01353,11.06,8.65,35.30
0.095097,0.085481,8.8705,6.677,0.088705,0.080405,0.01,0.012042,10.11,9.36,20.42
0.17129,0.1534,6.3744,5.0241,0.063744,0.057615,0.01,0.011468,10.44,9.62,14.68
0.097233,0.090716,29.166,33.715,0.29166,0.25911,0.01,0.0076855,6.70,11.16,23.15
0.17395,0.15498,31.861,30.652,0.31861,0.28572,0.01,0.0093212,10.91,10.32,6.79
0.15611,0.14075,23.648,18.857,0.23648,0.21341,0.01,0.011317,9.84,9.76,13.17
0.22447,0.21015,49.981,46.465,0.49981,0.44713,0.01,0.009623,6.38,10.54,3.77
0.051733,0.049134,35.096,39.514,0.35096,0.31215,0.01,0.0078997,5.02,11.06,21.00
0.084767,0.080266,43.477,43.262,0.43477,0.38985,0.01,0.0090113,5.31,10.33,9.89
0.29765,0.27364,49.302,40.85,0.49302,0.44187,0.01,0.010817,8.07,10.37,8.17
0.11736,0.10622,24.443,20.236,0.24443,0.22117,0.01,0.01093,9.49,9.52,9.30
0.25668,0.23106,13.771,12.754,0.13771,0.12387,0.01,0.0097121,9.98,10.05,2.88
0.22451,0.20084,14.296,12.387,0.14296,0.12833,0.01,0.01036,10.54,10.23,3.60
0.27279,0.24854,16.611,17.343,0.16611,0.14818,0.01,0.0085442,8.89,10.79,14.56
0.11227,0.10115,44.8,40.824,0.448,0.40181,0.01,0.0098426,9.90,10.31,1.57
0.28134,0.26426,47.925,40.004,0.47925,0.43056,0.01,0.010763,6.07,10.16,7.63
0.10182,0.093996,17.784,18.463,0.17784,0.15835,0.01,0.0085765,7.68,10.96,14.24
0.16313,0.14789,13.089,12.854,0.13089,0.11681,0.01,0.0090873,9.34,10.76,9.13
0.098256,0.090549,38.59,33.794,0.3859,0.34591,0.01,0.010236,7.84,10.36,2.36
0.022499,0.019944,16.879,14.402,0.16879,0.15143,0.01,0.010515,11.36,10.28,5.15
0.2836,0.2532,18.27,15.495,0.1827,0.1654,0.01,0.010674,10.72,9.47,6.74
0.12003,0.1136,40.846,42.53,0.40846,0.36413,0.01,0.0085618,5.36,10.85,14.38
0.15168,0.13821,19.7,21.951,0.197,0.17498,0.01,0.0079717,8.88,11.18,20.28
0.14688,0.13407,42.932,44.551,0.42932,0.38252,0.01,0.0085863,8.72,10.90,14.14
