True Vp,Est Vp,True Ve,Est Ve,True Ktrans,Est Ktrans,True Kep,Est Kep
0.032454,0.030615,3.4362,3.0487,0.37798,0.33871,0.11,0.1111
0.13335,0.12322,3.6438,3.1497,0.40082,0.36406,0.11,0.11559
0.18395,0.16493,4.3927,3.935,0.48319,0.43598,0.11,0.1108
0.21946,0.19519,3.2139,2.964,0.35353,0.31942,0.11,0.10777
0.26028,0.23417,2.1747,2.0924,0.23922,0.21372,0.11,0.10214
0.26705,0.23739,0.72948,0.56537,0.080243,0.075811,0.11,0.13409
0.077093,0.068899,0.89756,0.80372,0.098732,0.089026,0.11,0.11077
0.17604,0.15834,1.9903,1.8542,0.21893,0.19711,0.11,0.1063
0.21264,0.18902,1.1159,1.0332,0.12275,0.10936,0.11,0.10584
0.11613,0.10478,2.5049,2.2694,0.27554,0.24801,0.11,0.10928
0.090477,0.081914,1.428,1.2917,0.15708,0.14062,0.11,0.10886
0.23841,0.21293,0.97568,0.70097,0.10732,0.10103,0.11,0.14414
0.18907,0.17202,4.5314,3.9901,0.49846,0.44944,0.11,0.11264
0.29671,0.2663,4.3756,3.6529,0.48131,0.43359,0.11,0.1187
0.11087,0.10085,3.1016,2.8499,0.34118,0.3018,0.11,0.1059
0.14257,0.12727,1.4554,1.2188,0.1601,0.1467,0.11,0.12036
0.045313,0.047733,4.4718,4.2882,0.49189,0.43532,0.11,0.10152
0.27644,0.25015,3.4723,3.3086,0.38195,0.33518,0.11,0.1013
0.19252,0.17342,1.4979,1.3269,0.16477,0.14766,0.11,0.11129
0.18915,0.17107,2.374,2.0577,0.26114,0.23809,0.11,0.11571
0.099979,0.088919,1.6913,1.3918,0.18604,0.17058,0.11,0.12256
0.15024,0.13703,1.8831,1.6626,0.20714,0.18603,0.11,0.11189
0.01898,0.01781,0.88961,0.78815,0.097857,0.088104,0.11,0.11179
0.19608,0.17727,1.7542,1.5857,0.19296,0.17228,0.11,0.10865
0.20641,0.18339,1.4561,1.3168,0.16017,0.1439,0.11,0.10928
0.10317,0.092913,2.0657,1.7438,0.22723,0.2073,0.11,0.11888
0.13083,0.12131,4.5209,4.0541,0.4973,0.4488,0.11,0.1107
0.11163,0.10743,3.7409,3.3057,0.4115,0.36398,0.11,0.11011
0.23367,0.21018,4.4862,3.9463,0.49348,0.44487,0.11,0.11273
0.047922,0.041619,1.5696,1.3624,0.17266,0.15774,0.11,0.11578
0.17235,0.15783,3.9098,3.5753,0.43008,0.38214,0.11,0.10689
0.28935,0.26041,3.71,3.0828,0.4081,0.37029,0.11,0.12011
0.1795,0.16098,3.7979,3.1188,0.41777,0.38191,0.11,0.12245
0.088707,0.081681,2.2799,2.0387,0.25079,0.22212,0.11,0.10895
0.15405,0.13681,1.4605,1.218,0.16066,0.14646,0.11,0.12025
0.16992,0.15223,4.5429,4.0321,0.49972,0.45693,0.11,0.11332
0.24718,0.21999,2.347,1.9582,0.25818,0.23493,0.11,0.11997
0.27519,0.24596,2.7284,2.3273,0.30012,0.27294,0.11,0.11728
0.15396,0.13721,2.3751,2.2796,0.26127,0.23065,0.11,0.10118
0.18811,0.16552,1.7604,1.4941,0.19365,0.17836,0.11,0.11937
0.24943,0.22567,0.90153,0.86661,0.099168,0.086407,0.11,0.099707
0.24964,0.22711,3.4731,3.073,0.38204,0.34422,0.11,0.11202
0.10134,0.091918,1.8456,1.6912,0.20302,0.18096,0.11,0.107
0.27061,0.24425,1.0415,1.0608,0.11457,0.098607,0.11,0.092955
0.16291,0.14643,3.9566,3.3421,0.43523,0.39337,0.11,0.1177
0.17529,0.15499,4.503,4.0436,0.49533,0.44394,0.11,0.10979
0.28493,0.26278,2.3577,1.9193,0.25935,0.23749,0.11,0.12374
0.15003,0.13838,3.5619,3.2792,0.39181,0.34804,0.11,0.10614
0.28736,0.25797,4.2064,3.8252,0.46271,0.42135,0.11,0.11015
0.26401,0.23429,2.0926,1.6443,0.23019,0.21311,0.11,0.12961
0.28352,0.25324,1.9757,1.8683,0.21733,0.19329,0.11,0.10346
0.059273,0.053389,1.1557,0.97844,0.12713,0.11498,0.11,0.11751
0.19206,0.17459,3.7814,3.4662,0.41595,0.36887,0.11,0.10642
0.040204,0.036139,1.9277,1.6432,0.21204,0.1935,0.11,0.11776
0.037495,0.035009,2.3882,2.1536,0.2627,0.2349,0.11,0.10907
0.1422,0.12767,2.9834,2.5381,0.32817,0.299,0.11,0.1178
0.2683,0.24076,4.5086,3.9344,0.49594,0.44927,0.11,0.11419
0.19253,0.17268,1.1801,1.0185,0.12982,0.11556,0.11,0.11346
0.2284,0.21096,2.7855,2.7429,0.30641,0.26792,0.11,0.097678
0.18713,0.17288,2.2914,2.1536,0.25206,0.22037,0.11,0.10232
0.13869,0.12679,1.5365,1.3132,0.16902,0.15486,0.11,0.11793
0.22185,0.20056,1.9788,1.6625,0.21767,0.19924,0.11,0.11984
0.29469,0.26606,2.2839,2.0641,0.25123,0.22388,0.11,0.10846
0.2374,0.21109,2.171,1.7724,0.23881,0.2207,0.11,0.12452
0.27043,0.2447,0.5466,0.8131,0.060126,0.049752,0.11,0.061188
0.024668,0.023138,3.1793,2.7181,0.34973,0.31912,0.11,0.11741
0.19811,0.17853,3.8983,3.5325,0.42882,0.38247,0.11,0.10827
0.17324,0.15587,1.2464,1.1336,0.1371,0.12293,0.11,0.10844
0.26213,0.23853,4.0889,3.5954,0.44978,0.40683,0.11,0.11315
0.13774,0.12417,4.0982,3.6772,0.4508,0.40535,0.11,0.11023
0.12592,0.11406,1.3595,1.2102,0.14955,0.1341,0.11,0.11081
0.28448,0.26374,3.7984,3.5179,0.41783,0.36626,0.11,0.10412
0.24018,0.21607,2.7369,2.4379,0.30106,0.26993,0.11,0.11072
0.041502,0.037751,2.8379,2.2997,0.31217,0.2866,0.11,0.12463
0.14975,0.13679,1.3612,1.3328,0.14973,0.13306,0.11,0.099838
0.04126,0.039555,3.4398,3.1638,0.37837,0.3407,0.11,0.10769
0.15751,0.14137,0.54341,0.48761,0.059776,0.053399,0.11,0.10951
0.063154,0.056458,1.4138,1.2212,0.15551,0.14152,0.11,0.11589
0.15974,0.14481,2.1357,1.8754,0.23493,0.20967,0.11,0.1118
0.27185,0.24288,4.2767,3.8033,0.47044,0.42157,0.11,0.11084
0.12022,0.1091,1.0167,0.94835,0.11184,0.09832,0.11,0.10367
0.20644,0.18561,4.5309,4.1077,0.4984,0.44299,0.11,0.10784
0.19429,0.17149,1.6335,1.4427,0.17968,0.16333,0.11,0.11322
0.10455,0.094607,3.5054,3.0176,0.3856,0.35026,0.11,0.11607
0.14963,0.13347,4.2767,3.7611,0.47044,0.42264,0.11,0.11237
0.12398,0.1115,1.3719,1.3564,0.15091,0.13291,0.11,0.097983
0.25746,0.23188,1.6257,1.6198,0.17882,0.15749,0.11,0.097227
0.26983,0.24274,3.2689,2.6739,0.35958,0.33456,0.11,0.12512
0.14826,0.13515,3.9241,3.4691,0.43165,0.38856,0.11,0.11201
0.1995,0.17759,4.101,3.7861,0.45111,0.40445,0.11,0.10682
0.28543,0.25838,1.1341,1.0175,0.12476,0.11073,0.11,0.10883
0.13514,0.1237,2.3809,2.2221,0.2619,0.23205,0.11,0.10443
0.096657,0.087381,1.4002,1.2213,0.15402,0.13882,0.11,0.11367
0.24278,0.2217,4.1261,3.9564,0.45387,0.40498,0.11,0.10236
0.2254,0.19964,4.1189,3.4165,0.45308,0.41116,0.11,0.12035
0.27916,0.24687,2.8038,2.5996,0.30842,0.27927,0.11,0.10743
0.28475,0.25195,2.8726,2.5101,0.31598,0.28734,0.11,0.11447
0.085311,0.075394,0.53279,0.42172,0.058607,0.054642,0.11,0.12957
0.097728,0.087119,1.4996,1.4825,0.16495,0.14616,0.11,0.09859
0.12174,0.10685,3.2299,2.6483,0.35529,0.32635,0.11,0.12323
0.24038,0.21707,4.0134,3.4282,0.44147,0.39685,0.11,0.11576
0.17016,0.15659,4.4113,3.7253,0.48524,0.43823,0.11,0.11764
0.025622,0.024515,2.6493,2.284,0.29142,0.25932,0.11,0.11354
0.026933,0.026708,2.0126,1.9021,0.22138,0.19638,0.11,0.10324
0.069096,0.063334,4.0687,3.4698,0.44756,0.40558,0.11,0.11689
0.23238,0.20994,0.52009,0.4596,0.05721,0.051039,0.11,0.11105
0.14074,0.12821,4.4499,3.9855,0.48949,0.43861,0.11,0.11005
0.20559,0.184,4.1368,3.7871,0.45505,0.41078,0.11,0.10847
0.067343,0.058363,1.6377,1.4494,0.18015,0.1643,0.11,0.11336
0.12962,0.11699,0.52832,0.45384,0.058116,0.051975,0.11,0.11452
0.1298,0.11666,3.2808,2.8223,0.36089,0.32311,0.11,0.11448
0.19908,0.18185,2.5847,2.2974,0.28432,0.25221,0.11,0.10978
0.065189,0.058395,0.90265,0.76499,0.099292,0.09083,0.11,0.11873
0.25497,0.2311,3.0481,2.9961,0.33529,0.29217,0.11,0.097516
0.090671,0.082783,3.7824,3.4617,0.41607,0.37099,0.11,0.10717
0.18388,0.1663,2.829,2.6732,0.31119,0.27855,0.11,0.1042
0.032302,0.030398,3.2296,2.9423,0.35526,0.31634,0.11,0.10752
0.060578,0.05348,2.1946,1.91,0.2414,0.21947,0.11,0.11491
0.25957,0.23016,2.5248,2.1858,0.27773,0.25373,0.11,0.11608
0.025172,0.02333,1.5764,1.5293,0.17341,0.15342,0.11,0.10032
0.19103,0.17211,1.9117,1.7507,0.21029,0.18657,0.11,0.10656
0.095735,0.087515,2.3387,2.1093,0.25726,0.23167,0.11,0.10983
0.061177,0.051701,2.9922,2.6028,0.32914,0.30031,0.11,0.11538
0.29623,0.26798,1.7701,1.5453,0.19471,0.17581,0.11,0.11377
0.22521,0.20376,0.68304,0.62551,0.075134,0.06497,0.11,0.10387
0.22393,0.20131,2.1046,1.7649,0.23151,0.2076,0.11,0.11763
0.093174,0.084431,1.5645,1.3098,0.1721,0.15709,0.11,0.11994
0.086709,0.080708,2.4516,2.275,0.26968,0.23896,0.11,0.10503
0.14068,0.12938,4.0752,3.9274,0.44828,0.39532,0.11,0.10066
0.21626,0.19644,3.2515,3.0064,0.35766,0.31929,0.11,0.1062
0.17587,0.15911,1.2746,1.1956,0.14021,0.1267,0.11,0.10597
0.027205,0.02441,0.54489,0.51451,0.059938,0.053623,0.11,0.10422
0.21824,0.19713,0.95438,0.81341,0.10498,0.095666,0.11,0.11761
0.17337,0.15711,1.5475,1.4357,0.17022,0.1516,0.11,0.1056
0.031938,0.028369,1.1882,0.97432,0.1307,0.11883,0.11,0.12196
0.084783,0.078995,2.6736,2.3633,0.2941,0.26427,0.11,0.11182
0.14859,0.13295,0.6035,0.53048,0.066385,0.060197,0.11,0.11348
0.11242,0.10231,1.875,1.7959,0.20625,0.18234,0.11,0.10154
0.18991,0.17153,1.9117,1.5969,0.21029,0.19108,0.11,0.11966
0.096444,0.086484,1.1035,1.059,0.12139,0.10881,0.11,0.10275
0.18853,0.17087,3.5061,3.4084,0.38567,0.33817,0.11,0.099218
0.12328,0.11215,4.1979,3.8537,0.46177,0.41345,0.11,0.10729
0.17131,0.15293,0.95609,0.93101,0.10517,0.093979,0.11,0.10094
0.25682,0.23294,4.1645,3.4792,0.4581,0.41675,0.11,0.11978
0.29435,0.26861,3.7559,3.6077,0.41315,0.36292,0.11,0.1006
