1,0,0,0,0,0,0
0.00091383,0.00064695,0.24795,0,0,0,0
5.657,6.8667,14.7,19.75,24.733,31.233,36.7
0.00094521,0.00094511,0.00093951,0.00094111,0.00094267,0.00094434,0.00094561
0.00064686,0.00064708,0.00065738,0.00065474,0.00065238,0.00065006,0.00064838
0.24794,0.24813,0.25612,0.25425,0.25272,0.25136,0.25043
