10,0,0,0,0,0,0,0,0
0.0038668,0.003917,0.61528,0,0,0,0,0,0
0.0021237,0.0019165,0.19,0,0,0,0,0,0
0.0023056,0.0026661,0.35084,0,0,0,0,0,0
0.0024434,0.0053741,0.60015,0,0,0,0,0,0
0.0054998,0.0037599,0.57457,0,0,0,0,0,0
0.0024552,0.0028703,0.33613,0,0,0,0,0,0
0.0025554,0.0029973,0.29221,0,0,0,0,0,0
0.0020597,0.0022198,0.19007,0,0,0,0,0,0
0.0011607,0.0009185,0.14392,0,0,0,0,0,0
0.000461,0.0011092,0.1218,0,0,0,0,0,0
0.00249313,0.00277487,0.341497,,,,,,
5.657,6.8667,14.7,19.75,30,45,60,75,90
0.005341,0.0054947,0.0037553,0.0040726,0.0041283,0.0042332,0.0042948,0.0084133,0.00841
0.0026949,0.0027247,0.0031529,0.0020484,0.002083,0.0021191,0.002096,0.0021084,0.0021156
0.0033746,0.0034289,0.0022849,0.0026258,0.0028122,0.0027803,0.0027713,0.0029297,0.0034283
0.0046198,0.0047043,0.00259,0.0027069,0.0027743,0.0027136,0.002788,0.0088743,0.0088968
0.0072427,0.0072781,0.0077192,0.0083743,0.0097923,0.0097938,0.0098375,0.009904,0.0099325
0.0032424,0.0032597,0.001311,0.0012943,0.0014358,0.0020972,0.0020729,0.0020935,0.0023489
0.0034434,0.0035339,0.0017758,0.001724,0.0017201,0.0031846,0.0038714,0.0045669,0.0047178
0.0024743,0.0025655,0.001558,0.0017445,0.0016412,0.0021308,0.0023783,0.0023196,0.0023552
0.0012941,0.0013231,0.00074382,0.00099072,0.0010769,0.0010884,0.0013513,0.0015327,0.0015479
0.00076779,0.00075894,0.00093037,0.00053908,0.0004807,0.0005445,0.0004782,0.00046095,0.00048288
0.0012003,0.0011093,0.0038228,0.003151,0.0030508,0.0028655,0.0027721,NaN,NaN
0.0012022,0.0011846,0.00098673,0.0020422,0.0019812,0.0019383,0.0019685,0.0019536,0.001946
0.0011069,0.0010747,0.0025729,0.0020263,0.0017999,0.001838,0.0018497,0.0017835,0.0014572
0.0016855,0.0016356,0.0051643,0.0054405,0.0055692,0.0057756,0.0055899,NaN,NaN
0.0010251,0.0010041,0.00080036,0.00051453,NaN,NaN,NaN,NaN,NaN
0.0013639,0.0013537,0.0046918,0.0049394,0.004482,0.0032937,0.0033486,0.0033032,0.0029494
0.0015634,0.0015098,0.0044478,0.0046552,0.0046663,0.002499,0.0017999,0.0012414,0.0011362
0.0014905,0.0014365,0.0028354,0.0025171,0.0026753,0.0021363,0.0019182,0.0019929,0.0019525
0.00066029,0.00064231,0.001478,0.0010595,0.00098314,0.00096984,0.00074743,0.00063513,0.00062515
0.00075932,0.00076456,0.00068537,0.0010235,0.0010931,0.0010359,0.0010905,0.0011098,0.0011179
NaN,NaN,0.56341,0.45184,0.43591,0.40656,0.39341,NaN,NaN
NaN,NaN,NaN,0.21694,0.20361,0.19694,0.20173,0.19967,0.19877
NaN,NaN,0.34221,0.23472,0.19436,0.20096,0.20297,0.20727,0.18457
NaN,NaN,0.54895,0.63217,0.6731,0.70097,0.68046,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,0.58229,0.63541,0.56664,0.42829,0.43692,0.43018,0.39199
NaN,NaN,0.51276,0.54865,0.55023,0.30783,0.2215,0.14947,0.13554
NaN,NaN,0.28628,0.23046,0.25561,0.18957,0.16613,0.17706,0.17202
NaN,NaN,0.34459,0.19568,0.17623,0.17212,0.12093,0.099006,0.096962
NaN,NaN,NaN,0.10683,0.12819,0.11628,0.12575,0.12961,0.13501
,,,,,,,,
0.003449499,0.003507184,0.002582129,0.00261206,0.00279448,0.00306855,0.00319397,0.004320335,0.004423588
0.001205741,0.001171517,0.002748546,0.002736923,0.002922327,0.002483571,0.002342759,0.001717076,0.001597764
#DIV/0!,#DIV/0!,0.454355714,0.361411111,0.353764444,0.302168889,0.283311111,0.198895143,0.187837429
